sma10
1316.46
1309.27
1303.75
1295.975
1293.032
1285.828333
1274.302857
1263.31875
1256.492222
1246.058
1229.36
1210.013
1191.741
1182.791
1173.623
1167.585
1158.354
1153.749
1148.147
1155.108
1161.734
1174.57
1188.255
1191.619
1196.763
1201.329
1215.506
1226.78
1237.794
1240.078
1241.227
1242.117
1244.994
1252.159
1260.896
1272.572
1284.815
1295.743
1304.457
1317.63
1328.777
1338.381
1347.658
1357.056
1362.796
1364.601
1364.198
1362.959
1364.055
1361.675
1359.152
1356.719
1349.538
1341.521
1336.715
1332.945
1329.015
1329.788
1331.05
1330.27
1333.992
1336.692
1341.185
1345.137
1344.019
1343.863
1342.979
1339.071
1333.372
1330.147
1328.249
1328.77
1329.981
1330.033
1331.856
1332.337
1331.831
1331.133
1330.172
1325.076
1319.629
1310.533
1305.06
1298.847
1292.853
1285.905
1280.958
1276.828
1271.418
1269.855
1265.989
1261.445
1253.509
1245.155
1241.232
1239.886
1237.226
1235.473
1235.555
1234.523
1232.877
1234.003
1236.935
1240.878
1240.825
1244.426
1261.003
1276.641
1293.688
1312.382
1333.288
1352.356
1370.053
1389.187
1405.941
1418.629
1420.048
1421.072
1418.631
1415.473
1411.3
1407.705
1403.365
1399.928
1398.407
1397.192
1392.85
1388.464
1386.463
1383.87
1381.066
1380.008
1378.958
1375.472
1371.261
1366.935
1364.255
1363.593
1362.984
1362.452
1361.342
1358.484
1355.529
1354.864
1353.431
1352.394
1351.762
1351.868
1352.284
1354.471
1357.382
1359.978
1362.718
1364.407
1366.577
1367.745
1369.244
1368.91
1367.692
1363.684
1359.176
1354.871
1350.316
1345.379
1341.335
1337.386
1331.433
1325.2
1318.878
1316.713
1313.854
1312.033
1309.531
1307.58
1304.495
1300.879
1297.911
1292.226
1286.825
1278.557
1272.356
1265.761
1260.614
1253.488
1247.717
1242.888
1241.068
1241.879
1242.18
1241.824
1239.393
1238.174
1235.996
1235.704
1235.122
1236.066
1237.165
1237.606
1239.137
1239.073
1238.966
1236.38
1234.428
1230.258
1226.165
1218.967
1210.658
1200.143
1186.694
1176.207
1167.688
1158.701
1149.955
1146.65
1144.42
1140.231
1136.43
1135.694
1137.131
1138.304
1138.612
1139.798
1139.646
1136.81
1133.556
1134.415
1134.812
1134.452
1134.984
1136.738
1139.056
1142.671
1146.043
1145.756
1144.576
1141.318
1136.822
1129.926
1122.771
1115.525
1107.744
1103.021
1101.122
1101.344
1101.749
1109.442
1116.875
1129.016
1140.754
1151.738
1160.789
1167.063
1170.61
1177.221
1185.12
1187.219
1190.182
1189.589
1190.628
1192.636
1196.307
1200.22
1203.926
1205.651
1206.977
1207.806
1206.209
1206.462
1207.818
1207.778
1208.44
1208.456
1210.327
1212.071
1212.202
1210.931
1211.642
1210.158
1206.453
1203.255
1199.225
1195.6
1191.182
1186.323
1182.557
1179.899
1178.567
1179.516
1179.346
1178.224
1180.845
1183.01
1186.604
1191.581
1195.855
1199.803
1203.617
1206.645
1211.192
1218.378
1223.765
1231.339
1240.473
1249.846
1257.959
1267.197
1274.882
1280.551
1285.863
1286.97
1283.315
1276.353
1270.77
1262.197
1255.782
1250.141
1241.743
1238.592
1238.46
1240.473
1246.19
1251.785
1252.619
1256.506
1260.878
1265.016
1272.741
1276.2
1278.34
1281.001
1283.464
1285.896
1289.638
1290.549
1288.388
1284.036
1280.261
1280.319
1278.193
1275.838
1273.145
1271.472
1268.5
1265.914
1264.174
1262.451
1260.37
1255.207
1251.704
1246.046
1240.145
1234.773
1230.896
1228.645
1227.177
1227.191
1227.664
1228.18
1230.113
1233.632
1237.286
1241.202
1244.397
1248.22
1249.379
1249.386
1248.931
1249.695
1247.016
1243.29
1239.496
1236.036
1232.222
1227.556
1226.023
1226.815
1227.19
1226.54
1226.735
1226.679
1227.584
1228.194
1227.074
1225.124
1222.632
1218.424
1214.685
1210.959
1207.125
1204.457
1199.967
1195.314
1192.098
1188.712
1186.437
1186.619
1186.183
1186.459
1186.646
1185.894
1185.947
1185.219
1184.983
1185.738
1184.299
1179.554
1175.796
1170.682
1165.84
1162.378
1158.709
1156.233
1153.678
1149.654
1146.366
1142.785
1139.527
1137.924
1135.993
1136.606
1137.67
1137.171
1136.024
1134.792
1134.472
1134.853
1134.593
1136.749
1138.243
1136.704
1134.572
1133.412
1131.832
1130.475
1128.827
1129.139
1131.202
1129.81
1127.331
1123.706
1121.463
1119.282
1115.891
1113.982
1112.822
1110.068
1103.651
1099.565
1100.586
1101.755
1105.711
1109.976
1116.572
1121.003
1125.299
1132.556
1141.296
1148.738
1153.69
1159.809
1161.493
1163.267
1166.208
1171.069
1175.082
1176.698
1177.693
1177.387
1176.862
1175.56
1178.661
1181.841
1184.606
1187.049
1189.59
1191.048
1193.923
1196.456
1199.577
1207.26
1212.83
1219.349
1226.55
1232.285
1240.901
1250.294
1257.38
1265.268
1273.237
1280.385
1283.404
1287.504
1291.17
1299.415
1305.332
1310.736
1319.824
1328.768
1335.813
1339.184
1345.285
1351.888
1357.825
1362.075
1365.288
1369.676
1368.716
1368.041
1365.51
1364.53
1365.457
1364.818
1363.1
1358.086
1354.473
1349.539
1345.345
1341.131
1342.686
1344.884
1345.574
1347.851
1351.069
1356.749
1358.98
1364.161
1372.386
1379.921
1383.959
1386.761
1389.558
1387.76
1385.428
1384.121
1386.568
1387.803
1388.045
1390.136
1392.476
1394.167
1392.547
1391.845
1390.023
1384.736
1376.958
1369.474
1360.477
1349.543
1337.631
1326.998
1317.601
1308.828
1299.879
1292.482
1283.957
1274.821
1264.28
1255.428
1250.465
1244.279
1237.374
1229.198
1223.725
1218.872
1215.683
1212.632
1212.052
1208.566
1202.865
1200.275
1199.721
1200.886
1202.336
1202.571
1201.755
1200.112
1197.659
