 ,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
1739,002224,三力士,0.05,25.0,,1.97,,3176.18,32.31,,04-27
1740,300636,同和药业,0.22,-12.0,,4.3,,1337.91,-10.63,,04-27
1741,002546,新联电子,0.02,-42.86,,0.67,,1917.8,-21.84,,04-27
1742,000153,丰原药业,0.03,44.23,,0.81,,936.87,44.12,,04-27
1743,000408,藏格控股,0.01,1066.67,,0.48,,2897.94,9820.44,,04-27
1744,300014,亿纬锂能,0.13,44.44,,2.73,,5376.14,42.81,,04-27
1745,300035,中科电气,0.04,87.82,,1.18,,1083.59,95.02,,04-27
1746,600192,长城电工,0.01,-30.0,,0.15,,307.78,-30.27,,04-27
1747,600211,西藏药业,0.37,168.12,,7.87,,5413.39,169.96,,04-27
1748,002615,哈尔斯,0.13,160.0,,4.73,,3618.86,249.47,,04-27
1749,300068,南都电源,0.08,-20.0,,1.11,,6591.93,8.96,,04-27
1750,300391,康跃科技,0.01,62.03,,0.59,,212.64,60.67,,04-27
1751,300407,凯发电气,-0.13,333.33,,-4.1,,-3666.63,703.03,,04-27
1752,300100,双林股份,0.23,13.0,,3.49,,8982.88,14.39,,04-27
1753,000601,韶能股份,0.11,-23.1,,2.88,,12369.29,-23.12,,04-27
1754,002037,久联发展,0.02,-125.0,,0.32,,647.22,-125.62,,04-27
1755,000622,恒立实业,-0.01,-23.33,,-1.47,,-293.28,-24.06,,04-27
1756,601333,广深铁路,0.04,-13.04,,1.0,,28250.02,-13.5,,04-27
1757,002695,煌上煌,0.07,-53.33,,2.2,,3527.0,85.88,,04-27
1758,002069,獐子岛,0.01,-152.0,,0.34,,368.52,-139.92,,04-27
1759,300472,新元科技,0.02,0.0,,0.64,,247.45,77.9,,04-27
1760,300164,通源石油,-0.03,-25.36,,-0.93,,-1372.54,-19.03,,04-27
1761,002730,电光科技,0.02,-33.33,,0.57,,486.72,10.45,,04-27
1762,601789,宁波建工,0.05,-49.15,,2.13,,5253.13,1.71,,04-27
1763,600000,浦发银行,0.63,-9.48,16.2,3.96,-9.3,1446200.0,3.88,,04-27
1764,002781,奇信股份,0.18,5.88,,1.31,,4009.74,1.96,,04-27
1765,603002,宏昌电子,0.02,10.29,,0.92,,951.54,13.74,,04-27
1766,300555,路通视信,0.11,-38.89,,1.43,,862.82,-20.56,,04-27
1767,002470,金正大,0.13,-50.0,,4.53,,41523.27,2.63,,04-27
1768,600421,仰帆控股,-0.0,-0.0,,,,-42.29,-5.25,,04-27
1769,002799,环球印务,0.06,-25.0,,1.17,,607.81,-2.56,,04-27
1770,002197,证通电子,0.01,0.0,,0.18,,501.37,37.06,,04-27
1771,603090,宏盛股份,0.07,-36.36,,1.44,,658.67,-21.68,,04-27
1772,300606,金太阳,0.16,77.78,,4.71,,1432.21,125.86,,04-27
1773,002851,麦格米特,0.1,6.44,,1.76,,1515.68,18.26,,04-27
1774,300003,乐普医疗,0.13,-35.49,,4.11,,23197.23,31.16,,04-27
1775,002245,澳洋顺昌,0.07,63.09,,3.03,,6380.83,63.98,,04-27
1776,600909,华安证券,0.05,0.0,,1.39,,16522.25,11.78,,04-27
1777,300341,麦迪电气,0.04,3.98,,2.02,,2020.54,103.43,,04-27
1778,600180,瑞茂通,0.26,87.98,,5.64,,26869.85,87.8,,04-27
1779,002588,史丹利,0.07,-73.08,,1.95,,7959.56,-47.42,,04-27
1780,300040,九洲电气,0.07,133.33,,1.26,,2271.48,123.07,,04-27
1781,300363,博腾股份,0.13,20.26,,4.3,,5640.4,23.7,,04-27
1782,603389,亚振家居,-0.01,-50.0,,-0.3,,-254.09,-3.54,,04-27
1783,300089,文化长城,0.02,-33.33,,0.41,,731.26,53.62,,04-27
1784,002010,传化智联,0.02,0.0,,0.55,,7571.76,4.2,,04-27
1785,603585,苏利股份,0.47,-12.96,,3.34,,4655.97,14.61,,04-27
1786,601177,杭齿前进,0.01,-77.78,,0.13,,208.12,-77.75,,04-27
1787,000628,高新发展,0.01,0.0,,0.32,,235.05,-1.19,,04-27
1788,002700,新疆浩源,0.05,-16.67,,2.52,,2296.69,-9.55,,04-27
1789,300153,科泰电源,0.02,0.0,,0.82,,796.61,2.05,,04-27
1790,002395,双象股份,0.02,-46.17,,0.47,,390.27,-46.16,,04-27
1791,300169,天晟新材,-0.02,-19.93,,-0.59,,-747.06,-19.92,,04-27
1792,002411,必康股份,0.11,-41.59,,1.98,,16607.23,-28.67,,04-27
1793,603903,中持股份,0.03,-13950.0,,0.49,,217.61,-744.87,,04-27
1794,300218,安利股份,0.01,-83.53,,0.15,,151.45,-83.57,,04-27
1795,601985,中国核电,0.08,20.0,,2.94,,121482.67,20.31,,04-27
1796,300543,朗科智能,0.38,-24.0,,3.66,,2280.89,0.56,,04-27
1797,603958,哈森股份,0.17,-15.53,,3.19,,3789.13,12.7,,04-27
1798,002154,报喜鸟,0.01,0.0,,0.58,,1406.29,48.15,,04-27
1799,300560,中富通,0.12,-14.29,,1.88,,857.74,15.89,,04-27
1800,600459,贵研铂业,0.11,83.33,,1.52,,2821.51,77.06,,04-27
1801,603060,国检集团,0.07,77.56,,1.67,,1566.05,136.78,,04-27
1802,600089,特变电工,0.19,11.08,,2.62,,61443.91,10.92,,04-27
1803,300282,汇冠股份,0.08,0.0,,1.06,,2018.24,8.69,,04-27
1804,000420,吉林化纤,0.02,377.78,,1.24,,3381.31,1219.6,,04-27
1805,300029,天龙光电,-0.09,1.77,,-9.55,,-1721.13,1.67,,04-27
1806,600962,国投中鲁,0.01,-59.13,,0.27,,223.26,-59.0,,04-27
1807,300351,永贵电器,0.06,-15.61,,0.91,,2432.94,1.53,,04-27
1808,002593,日上集团,0.01,-66.67,,0.53,,782.88,23.35,,04-27
1809,600580,卧龙电气,0.03,-54.23,,0.67,,3420.46,-51.96,,04-27
1810,300062,中能电气,0.03,-61.49,,0.46,,399.65,-66.67,,04-27
1811,601199,江南水务,0.05,-50.0,2.78,1.81,0.05,4664.43,2.56,,04-27
1812,002352,顺丰控股,0.18,500.0,,3.7,,77371.49,22279.8,,04-27
1813,300449,汉邦高科,-0.11,-38.89,,-2.34,,-1531.75,23.14,,04-27
1814,300466,赛摩电气,0.02,-61.57,,0.45,,508.19,42.64,,04-27
1815,603729,龙韵股份,-0.01,-84.38,12.24,-0.06,0.26,-46.94,-89.01,,04-27
1816,600315,上海家化,0.16,-15.79,,2.04,,10827.96,-15.03,,04-27
1817,300158,振东制药,0.11,84.17,,1.08,,5744.15,232.21,,04-27
1818,002079,苏州固锝,0.03,44.44,,1.28,,1880.63,42.72,,04-27
1819,300482,万孚生物,0.2,-33.43,,3.99,,3514.32,34.44,,04-27
1820,603798,康普顿,0.47,51.61,,5.93,,4737.41,55.01,,04-27
1821,600332,白云山,0.3,-5.99,10.97,2.76,0.14,48466.21,18.41,,04-27
1822,300515,三德科技,0.08,1.05,,1.71,,771.28,34.75,,04-27
1823,600755,厦门国贸,0.21,-8.7,,3.8,,42722.14,13.19,,04-27
1824,600016,民生银行,0.39,2.63,9.51,4.18,-1.2,1419900.0,3.6,,04-27
1825,300532,今天国际,0.12,32.22,,1.36,,999.74,82.93,,04-27
1826,002464,众应互联,0.35,483.33,,4.24,,5064.7,442.2,,04-27
1827,603969,银龙股份,0.08,700.0,,1.99,,3201.78,448.48,,04-27
1828,002159,三特索道,-0.21,75.0,,-3.65,,-2950.14,76.32,,04-27
1829,000799,酒鬼酒,0.11,31.03,,1.97,,3702.88,31.0,,04-27
1830,000820,神雾节能,0.11,-252.78,,9.52,,7313.98,-452.79,,04-27
1831,002845,同兴达,0.53,167.85,,6.49,,4641.02,227.3,,04-27
1832,300287,飞利信,0.05,25.0,,1.27,,7016.49,36.86,,04-27
1833,002207,*ST准油,0.26,-388.89,,16.75,,6261.84,-398.14,,04-27
1834,000151,中成股份,0.07,-8.21,,2.19,,2215.68,-8.23,,04-27
1835,002239,奥特佳,0.08,-2.38,,1.86,,9205.53,2.46,,04-27
1836,603218,日月股份,0.14,-17.65,,2.14,,5612.49,-7.18,,04-27
1837,300335,迪森股份,0.1,100.21,,3.24,,3484.13,99.77,,04-27
1838,000498,山东路桥,0.02,-1357.89,,0.74,,2682.47,-1375.28,,04-27
1839,000949,新乡化纤,0.04,302.2,,1.28,,4601.74,390.61,,04-27
1840,603328,依顿电子,0.24,0.0,,2.47,,11863.36,0.32,,04-27
1841,300067,安诺其,0.06,20.0,,3.27,,3411.87,25.3,,04-27
1842,002309,中利集团,-0.39,-2050.0,,-4.52,,-25096.34,-2357.37,,04-27
1843,002630,华西能源,0.02,-48.0,,0.66,,1820.86,-48.01,,04-27
1844,600619,海立股份,0.05,150.0,,1.18,,4741.26,198.59,,04-27
1845,300406,九强生物,0.1,-19.33,,3.65,,5155.38,-19.56,,04-27
1846,300099,精准信息,0.01,-159.5,,0.47,,784.12,-319.32,,04-27
1847,002020,京新药业,0.12,-39.18,,3.05,,7363.9,21.66,,04-27
1848,300422,博世科,0.12,300.0,,1.63,,1633.73,276.98,,04-27
1849,002036,联创电子,0.02,0.0,,0.68,,1103.03,17.87,,04-27
1850,000620,新华联,0.04,0.0,,1.1,,6835.63,2.02,,04-27
1851,002052,同洲电子,0.0,-120.0,,0.16,,149.36,-116.44,,04-27
1852,300455,康拓红外,0.04,-44.63,,1.88,,1225.67,10.72,,04-27
1853,300147,香雪制药,0.03,-31.8,,0.66,,2252.59,-28.54,,04-27
1854,300487,蓝晓科技,0.18,63.31,,2.03,,1480.94,64.91,,04-27
1855,300179,四方达,0.03,150.46,,1.71,,1306.31,150.51,,04-27
1856,300503,昊志机电,0.12,33.33,,1.75,,1227.5,88.49,,04-27
1857,002437,誉衡药业,0.06,-73.76,,3.01,,12109.43,-20.7,,04-27
1858,002763,汇洁股份,0.46,35.29,,5.99,,10017.54,37.76,,04-27
1859,000729,燕京啤酒,0.02,11.76,,0.42,,5371.01,13.85,,04-27
1860,000786,北新建材,0.08,18.31,,1.43,,14966.92,48.52,,04-27
1861,600796,钱江生化,0.01,-80.0,,0.68,,410.8,-70.14,,04-27
1862,000006,深振业A,0.08,112.43,,2.05,,10385.88,112.79,,04-27
1863,000043,中航地产,-0.11,-51.17,,-1.89,,-7652.91,-51.16,,04-27
1864,002850,科达利,0.3,-20.77,,2.94,,4193.1,5.65,,04-27
1865,300622,博士眼镜,0.15,46.12,,3.73,,933.84,46.09,,04-27
1866,600867,通化东宝,0.15,7.14,,5.2,,21029.46,30.16,,04-27
1867,600884,杉杉股份,0.07,-13.95,,1.01,,8341.62,101.23,,04-27
1868,600549,厦门钨业,0.12,535.08,,2.0,,13119.54,534.32,,04-27
1869,600173,卧龙地产,0.04,64.94,,1.78,,3003.81,64.87,,04-27
1870,000498,山东路桥,0.02,-1357.89,,0.74,,2682.47,-1375.28,,04-27
1871,000949,新乡化纤,0.04,302.2,,1.28,,4601.74,390.61,,04-27
1872,603328,依顿电子,0.24,0.0,,2.47,,11863.36,0.32,,04-27
1873,600216,浙江医药,0.03,-57.14,,0.34,,2401.07,-62.9,,04-27
1874,603518,维格娜丝,0.2,33.33,,2.01,,2965.08,31.79,,04-27
1875,300088,长信科技,0.09,125.0,,2.76,,10507.75,138.75,,04-27
1876,300411,金盾股份,0.04,4.96,,0.97,,575.98,4.99,,04-27
1877,300104,乐视网,0.06,0.0,,1.21,,12479.2,8.76,,04-27
1878,002346,柘中股份,0.04,95.0,,1.05,,1737.1,63.66,,04-27
1879,600663,陆家嘴,0.13,-27.91,,2.19,,44985.46,29.78,,04-27
1880,300120,经纬电材,0.03,587.5,,0.93,,562.96,582.35,,04-27
1881,002378,章源钨业,,,,0.18,,348.06,-115.78,,04-27
1882,002073,软控股份,0.02,-150.0,,0.32,,1478.94,-141.95,,04-27
1883,601588,北辰实业,0.09,80.0,,2.53,,29830.94,62.2,,04-27
1884,300476,胜宏科技,0.12,-55.56,,3.11,,4579.22,14.6,,04-27
1885,600716,凤凰股份,-0.01,-984.62,,-0.31,,-1075.91,-1076.55,,04-27
1886,300492,山鼎设计,0.01,-200.0,,0.27,,79.05,-179.8,,04-27
1887,002410,广联达,0.05,28.95,,1.84,,5480.34,27.77,,04-27
1888,000717,韶钢松山,0.07,-172.77,,30.99,,16815.88,-172.77,,04-27
1889,300201,海伦哲,0.0,-107.48,,0.12,,161.52,-118.77,,04-27
1890,002442,龙星化工,0.04,-175.42,,0.79,,1736.14,-176.11,,04-27
1891,300217,东方电热,0.01,-61.04,,0.63,,1145.43,9.02,,04-27
1892,300233,金城医药,0.18,12.5,,2.48,,5447.1,32.55,,04-27
1893,002153,石基信息,0.06,-62.5,,1.26,,6279.14,8.45,,04-27
1894,300559,佳发安泰,0.02,-77.84,,0.3,,176.33,-70.48,,04-27
1895,603026,石大胜华,0.22,10.0,,2.91,,4468.79,11.84,,04-27
1896,002490,*ST墨龙,,,,-3.06,,-5478.87,-6.0,,04-27
1897,300265,通光线缆,0.04,-42.86,,1.28,,1204.86,-47.13,,04-27
1898,002185,华天科技,0.11,13.89,,2.31,,11447.41,48.11,,04-27
1899,002838,道恩股份,0.26,-18.75,,2.86,,2213.71,10.29,,04-27
1900,000833,贵糖股份,0.02,-264.0,,0.42,,1096.43,-290.1,,04-27
1901,300281,金明精机,0.03,36.36,,0.84,,624.09,18.04,,04-27
1902,300628,亿联网络,1.89,42.49,,16.14,,14119.94,89.99,,04-27
1903,000911,南宁糖业,0.01,-102.78,,0.14,,295.18,-102.58,,04-27
1904,300329,海伦钢琴,0.04,11.48,,1.24,,1001.36,11.62,,04-27
1905,603238,诺邦股份,0.08,-42.86,,1.58,,800.3,-34.5,,04-27
1906,600161,天坛生物,0.19,-19100.0,,4.45,,9958.07,-14829.87,,04-27
1907,300023,宝德股份,0.01,-59.32,,0.43,,454.6,-59.43,,04-27
1908,300345,红宇新材,-0.01,-123.62,,-0.32,,-254.7,-122.73,,04-27
1909,300362,天翔环境,0.01,-51.93,,0.22,,377.68,48.99,,04-27
1910,002287,奇正藏药,0.17,6.69,,3.92,,6931.3,6.65,,04-26
1911,300384,三联虹普,0.21,-29.86,,3.73,,3125.36,-29.88,,04-26
1912,300400,劲拓股份,0.07,600.0,,1.85,,802.93,545.5,,04-26
1913,300109,新开源,0.14,16.67,,1.95,,2410.38,17.79,,04-26
1914,300432,富临精工,0.16,6.67,,2.39,,8446.63,59.81,,04-26
1915,002367,康力电梯,0.15,20.89,,3.43,,12190.55,30.57,,04-26
1916,002688,金河生物,0.06,-71.43,,2.7,,4102.83,-18.82,,04-26
1917,002062,宏润建设,0.06,-22.55,,2.72,,6965.13,8.36,,04-26
1918,300465,高伟达,-0.03,-400.0,,-1.4,,-1451.13,-832.8,,04-26
1919,300481,濮阳惠成,0.09,-44.13,,2.95,,1369.81,6.31,,04-26
1920,002491,通鼎互联,0.07,2.08,,2.95,,8774.72,1.43,,04-26
1921,002822,中装建设,0.1,0.0,,1.14,,2206.66,-0.05,,04-26
1922,002218,拓日新能,0.05,14.97,,1.15,,3131.05,14.9,,04-26
1923,300008,天海防务,0.1,210.03,,1.26,,3678.04,370.96,,04-26
1924,600162,香江控股,0.04,-48.57,,1.75,,10639.13,1.93,,04-26
1925,000526,*ST紫学,0.1,-1611.11,,17.9,,915.49,-1601.9,,04-26
1926,300380,安硕信息,-0.06,-400.0,,-1.97,,-763.83,-367.8,,04-26
1927,002299,圣农发展,0.02,-63.77,,0.41,,2411.95,-63.74,,04-26
1928,002620,瑞和股份,0.22,4.76,,1.59,,3226.88,31.07,,04-26
1929,300396,迪瑞医疗,0.18,20.0,,2.48,,2741.41,22.97,,04-26
1930,300412,迦南科技,0.05,-16.67,,0.88,,652.13,-13.18,,04-26
1931,002331,皖通科技,0.03,-7.69,,0.91,,1177.18,10.81,,04-26
1932,300105,龙源技术,-0.02,-66.67,,-0.47,,-900.51,-69.28,,04-26
1933,300428,四通新材,0.07,-63.16,,2.87,,1815.82,15.99,,04-26
1934,002363,隆基机械,0.06,-14.29,,1.33,,2481.67,2.1,,04-26
1935,300137,先河环保,0.04,32.07,,0.95,,1317.51,33.5,,04-26
1936,002074,国轩高科,0.23,-34.29,,5.0,,20201.16,-34.02,,04-26
1937,300477,合纵科技,-0.04,-66.67,,-1.43,,-1245.8,-7.03,,04-26
1938,002718,友邦吊顶,0.2,42.86,,1.66,,1729.93,48.69,,04-26
1939,002090,金智科技,0.14,57.69,,2.85,,3430.45,61.42,,04-26
1940,300207,欣旺达,0.06,-14.29,,3.14,,7258.28,68.18,,04-26
1941,002448,中原内配,0.1,7.37,,2.71,,5994.63,6.83,,04-26
1942,000752,西藏发展,0.01,-0.72,,0.46,,364.59,-0.89,,04-26
1943,300549,优德精密,0.29,81.25,,4.32,,1930.7,134.45,,04-26
1944,600808,马钢股份,0.12,-366.67,,4.46,,90174.68,-359.0,,04-26
1945,300255,常山药业,0.05,66.67,,1.91,,4299.4,48.79,,04-26
1946,300583,赛托生物,0.04,-50.79,,0.24,,432.89,-34.44,,04-26
1947,002496,辉丰股份,0.1,-18.33,,4.21,,14824.56,200.26,,04-26
1948,600466,蓝光发展,0.06,-224.89,,1.29,,11927.16,-224.05,,04-26
1949,300600,瑞特股份,0.29,-3.33,,4.25,,2909.23,30.52,,04-26
1950,600112,*ST天成,0.05,456.38,,2.28,,2661.26,454.7,,04-26
1951,002862,实丰文化,0.09,200.0,,1.73,,515.36,200.12,,04-26
1952,603168,莎普爱思,0.28,-12.5,,3.09,,5006.32,-4.11,,04-26
1953,300635,达安股份,0.18,-5.26,,3.27,,1142.31,-4.92,,04-26
1954,300319,麦捷科技,0.07,-22.22,,0.77,,1701.02,-12.04,,04-26
1955,300013,新宁物流,0.04,105.0,,0.91,,1208.34,105.65,,04-26
1956,002288,超华科技,0.01,33.33,,0.66,,1114.08,33.3,,04-26
1957,002609,捷顺科技,0.01,26.67,,0.42,,886.36,42.16,,04-26
1958,000980,众泰汽车,0.06,20.0,,1.44,,3122.74,11.73,,04-26
1959,600222,太龙药业,0.0,21.74,,0.11,,160.09,23.82,,04-26
1960,000551,创元科技,0.04,33.33,,1.04,,1673.79,37.71,,04-26
1961,300078,思创医惠,0.08,33.33,,1.66,,3405.24,25.55,,04-26
1962,300094,国联水产,0.02,-336.0,,1.01,,1833.86,-722.27,,04-26
1963,300417,南华仪器,0.07,-45.42,,1.41,,545.2,9.19,,04-26
1964,002336,人人乐,0.01,-76.45,,0.21,,488.53,-76.42,,04-26
1965,300433,蓝思科技,0.1,-58.75,,1.56,,22057.98,33.66,,04-26
1966,002673,西部证券,0.07,-30.0,,1.46,,18192.81,-34.22,,04-26
1967,002706,良信电器,0.12,-42.86,,1.54,,3090.62,29.01,,04-26
1968,002400,省广股份,0.06,-45.45,,1.51,,7884.6,-23.55,,04-26
1969,002724,海洋王,0.03,-38.9,,0.79,,1287.32,-38.99,,04-26
1970,000683,远兴能源,0.04,100.0,,2.02,,16584.21,434.54,,04-26
1971,603858,步长制药,0.33,3.52,,1.75,,22238.25,15.3,,04-26
1972,300196,长海股份,0.28,12.0,,2.61,,6002.68,23.79,,04-26
1973,300520,科大国创,-0.08,300.0,,-1.43,,-751.16,476.41,,04-26
1974,600396,金山股份,-0.03,-132.72,,-1.31,,-4701.49,-132.73,,04-26
1975,300228,富瑞特装,0.04,-144.75,,1.0,,1858.78,-171.91,,04-26
1976,603001,奥康国际,0.28,1.03,,2.74,,11392.04,1.02,,04-26
1977,300571,平治信息,0.55,77.42,,8.37,,2187.83,138.91,,04-26
1978,002485,希努尔,-0.04,-296.5,,-0.64,,-1256.73,-341.27,,04-26
1979,002832,比音勒芬,0.56,-9.68,,4.57,,6000.75,20.37,,04-26
1980,600070,浙江富润,0.1,2500.0,,2.38,,5417.38,3654.34,,04-26
1981,300576,容大感光,0.12,0.0,,2.46,,942.7,26.38,,04-26
1982,000029,深深房A,0.03,11.04,,1.3,,3462.16,11.19,,04-26
1983,002855,捷荣技术,0.09,28.57,,2.01,,1628.79,26.29,,04-26
1984,300627,华测导航,0.1,48.92,,2.97,,925.14,48.88,,04-26
1985,600516,方大炭素,0.04,568.75,,1.25,,7352.17,566.34,,04-26
1986,300645,正元智慧,-0.09,-59.66,,-1.4,,-469.24,-59.8,,04-26
1987,002248,*ST东数,-0.09,12.5,,-4.34,,-2726.86,17.36,,04-26
1988,300022,吉峰农机,0.0,-26.32,,0.21,,54.15,-26.62,,04-26
1989,600926,杭州银行,0.5,-3.85,15.18,3.35,-5.8,131017.5,7.76,,04-26
1990,300344,太空板业,-0.01,-78.14,,-0.37,,-226.2,-78.2,,04-26
1991,002265,西仪股份,0.03,208.33,,0.99,,801.12,226.9,,04-26
1992,603345,安井食品,0.25,-13.79,,3.73,,4500.71,-2.55,,04-26
1993,300383,光环新网,0.12,9.09,,1.41,,8582.43,42.84,,04-26
1994,601117,中国化学,0.06,-25.0,,1.12,,31025.25,-18.85,,04-26
1995,002671,龙泉股份,-0.05,-1451.35,,-1.22,,-2489.4,-1596.9,,04-26
1996,300447,全信股份,0.16,-43.58,,4.08,,2669.17,13.7,,04-26
1997,002687,乔治白,0.02,-33.33,,0.88,,881.69,-11.19,,04-26
1998,002382,蓝帆医疗,0.11,-42.11,,3.93,,5209.18,16.79,,04-26
1999,002703,浙江世宝,0.06,6.57,,1.21,,1794.77,6.67,,04-26
2000,000662,天夏智慧,0.1,-14585.71,,1.69,,8528.02,-13661.37,,04-26
2001,002077,大港股份,-0.05,-717.28,,-0.74,,-2817.68,-949.57,,04-26
2002,603789,星光农机,0.07,-24.02,,1.35,,1447.05,-23.43,,04-26
2003,000702,正虹科技,-0.02,-31.31,,-1.21,,-543.47,-31.43,,04-26
2004,300189,神农基因,0.01,-230.77,,0.36,,519.22,-231.48,,04-26
2005,002430,杭氧股份,0.05,-225.0,,1.14,,3870.3,-215.54,,04-26
2006,002790,瑞尔特,0.21,8.12,,2.46,,3385.54,8.12,,04-26
2007,603997,继峰股份,0.18,28.57,,4.7,,7354.29,23.71,,04-26
2008,000797,中国武夷,0.13,225.0,,2.75,,6252.01,277.93,,04-26
2009,002510,天汽模,0.03,-50.0,,1.03,,2085.87,5.44,,04-26
2010,002842,翔鹭钨业,0.16,-23.81,,2.54,,1625.44,3.22,,04-26
2011,002860,星帅尔,0.33,-2.94,,6.44,,2189.09,4.57,,04-26
2012,300317,珈伟股份,0.21,70.14,,2.14,,9806.95,111.48,,04-26
2013,300043,星辉娱乐,0.09,-50.0,,4.87,,11762.46,-46.77,,04-26
2014,300371,汇中股份,-0.02,-35.68,,-0.54,,-296.22,-35.71,,04-26
2015,002307,北新路桥,0.01,7.79,,0.26,,464.42,7.83,,04-26
2016,000554,泰山石油,0.0,50.0,,0.01,,14.89,43.3,,04-26
2017,300081,恒信东方,-0.02,-188.5,,-0.69,,-784.22,-464.36,,04-26
2018,300404,博济医药,-0.02,-1933.33,,-0.69,,-293.15,-1908.5,,04-26
2019,002018,华信国际,0.05,22.85,,3.6,,11576.08,137.35,,04-26
2020,000617,中油资本,0.16,-215.19,,2.1,,144275.25,-3713.28,,04-26
2021,300129,泰胜风能,0.06,20.0,,1.86,,4034.92,15.91,,04-26
2022,000637,茂化实华,0.07,228.57,,4.12,,3598.77,231.12,,04-26
2023,002387,黑牛食品,-0.06,114.43,,-4.06,,-3001.6,114.65,,04-26
2024,600318,新力金融,0.08,-75.0,,1.51,,1960.17,-74.86,,04-26
2025,000668,荣丰控股,-0.07,75.0,,-1.72,,-1028.17,57.02,,04-26
2026,300485,赛升药业,0.19,-24.0,,2.12,,4529.16,-23.04,,04-26
2027,000687,华讯方舟,0.02,-73.33,,0.9,,1209.65,-73.52,,04-26
2028,600725,ST云维,0.0,-100.17,,0.5,,48.52,-100.33,,04-26
2029,600741,华域汽车,0.49,7.06,,3.94,,152865.82,7.12,,04-26
2030,300194,福安药业,0.23,109.09,,2.25,,9005.84,194.86,,04-26
2031,002114,罗平锌电,0.02,-122.22,,0.39,,573.06,-124.11,,04-26
2032,300552,万集科技,,,,0.06,,45.28,-98.0,,04-26
2033,300242,明家联合,0.1,-44.44,,3.3,,6564.72,12.52,,04-26
2034,002162,悦心健康,-0.01,-45.96,,-1.33,,-1082.56,-29.58,,04-26
2035,600444,国机通用,0.08,-260.0,,3.17,,1101.68,-245.68,,04-26
2036,600080,金花股份,0.02,94.0,,0.55,,591.86,94.62,,04-26
2037,300586,美联新材,0.1,-23.08,,1.72,,933.91,2.53,,04-26
2038,000823,超声电子,0.11,283.94,,1.87,,5648.93,283.99,,04-26
2039,002194,武汉凡谷,-0.23,-1210.24,,-6.65,,-12852.41,-1229.33,,04-26
2040,603822,嘉澳环保,0.06,-32.85,,0.69,,439.42,-10.42,,04-26
2041,002107,沃华医药,0.05,25.0,,3.78,,1884.05,20.68,,04-26
2042,300511,雪榕生物,0.32,-30.43,,3.7,,4827.75,-7.48,,04-26
2043,300203,聚光科技,0.03,50.0,,0.54,,1485.76,47.5,,04-26
2044,300533,冰川网络,0.3,-50.0,,1.99,,2986.69,-33.18,,04-26
2045,000753,漳州发展,0.01,11.11,,0.47,,991.19,27.6,,04-26
2046,300550,和仁科技,0.01,-150.0,,0.23,,109.27,-191.75,,04-26
2047,000821,京山轻机,0.03,1200.0,,0.71,,1242.13,1238.98,,04-26
2048,300272,开能环保,0.03,15.44,,1.67,,1140.51,16.1,,04-26
2049,002513,蓝丰生化,0.06,-33.33,,0.82,,2058.84,-35.3,,04-26
2050,300288,朗玛信息,0.71,1508.58,,19.26,,24080.41,1507.32,,04-26
2051,603118,共进股份,0.29,-3.33,,2.32,,10078.48,11.25,,04-26
2052,600863,内蒙华电,-0.03,-4631.25,,-1.63,,-16584.86,-4537.31,,04-26
2053,600880,博瑞传播,-0.01,-669.57,,-0.4,,-1430.75,-671.33,,04-26
2054,002562,兄弟科技,0.12,-7.69,,3.65,,6553.75,96.92,,04-26
2055,300352,北信源,0.0,0.0,,0.04,,82.35,110.7,,04-26
2056,600983,惠而浦,0.15,-11.76,,2.63,,11609.06,-10.54,,04-26
2057,600206,有研新材,0.01,175.0,,0.34,,959.72,223.86,,04-26
2058,300063,天龙集团,0.1,4.73,,1.43,,2957.05,4.72,,04-26
2059,600223,鲁商置业,0.02,0.0,,0.87,,1953.59,7.55,,04-26
2060,300402,宝色股份,-0.05,-65.25,,-1.68,,-991.2,-65.28,,04-26
2061,000571,新大洲A,0.03,12.97,,0.99,,2197.73,12.96,,04-26
2062,300095,华伍股份,0.03,-15.93,,0.86,,1075.82,3.11,,04-26
2063,300418,昆仑万维,0.17,88.89,,5.54,,19168.39,98.19,,04-26
2064,603599,广信股份,0.19,-34.48,,2.94,,7181.68,30.57,,04-26
2065,002048,宁波华翔,0.36,80.0,,3.57,,18897.95,76.51,,04-26
2066,300450,先导智能,0.22,-38.89,,9.17,,9070.2,86.45,,04-26
2067,002690,美亚光电,0.06,10.14,,2.0,,4111.06,10.13,,04-26
2068,300143,星普医科,0.18,412.64,,2.27,,5109.16,527.58,,04-26
2069,002064,华峰氨纶,0.06,500.0,,3.21,,9838.13,316.83,,04-26
2070,002707,众信旅游,0.06,-31.82,,2.75,,5019.62,37.34,,04-26
2071,601718,际华集团,0.07,40.0,3.69,1.98,-0.26,27836.99,38.78,,04-26
2072,300192,科斯伍德,0.04,-10.75,,1.22,,866.4,-3.04,,04-26
2073,601872,招商轮船,0.06,-25.0,,1.88,,30230.82,-27.99,,04-26
2074,600373,中文传媒,0.34,21.43,,4.21,,47325.18,24.13,,04-26
2075,300208,恒顺众昇,0.16,45.45,,7.2,,11957.22,38.82,,04-26
2076,300229,拓尔思,-0.01,-336.36,,-0.3,,-491.41,-337.22,,04-26
2077,300245,天玑科技,0.02,-2.1,,0.82,,624.52,-3.67,,04-26
