 ,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,603916,苏博特,0.15,,5.02,3.04,0.08,3431.9,,,10-23
1,603659,璞泰来,0.22,,2.92,7.68,0.06,7970.74,,,10-16
2,300707,威唐工业,0.24,-13.59,4.45,5.6,0.06,1427.78,-11.91,,09-20
3,603260,合盛硅业,0.45,,4.97,9.76,0.54,27129.6,,,09-19600074
4,002906,华阳集团,0.17,,5.88,2.85,,6866.98,,,09-18
5,603533,掌阅科技,0.1,,2.03,4.77,0.06,3568.97,,,08-30
6,002899,英派斯,0.17,,4.99,3.5,-0.19,1546.41,,,08-28
7,603277,银都股份,0.12,,2.04,5.95,-0.11,3944.15,,,08-21
8,603183,建研院,0.17,,5.15,3.38,-0.58,1129.99,,,08-15
9,300696,爱乐达,0.16,,5.69,2.81,0.22,815.82,,,08-09
10,002893,华通热力,1.25,,4.85,28.53,-2.42,11273.8,,,08-07
11,300695,兆丰股份,0.61,,9.92,6.37,0.51,3059.9,,,08-07
12,002895,川恒股份,0.09,,4.29,1.97,-0.05,3153.78,,,08-07
13,300693,盛弘股份,0.29,-17.14,,7.56,,1978.66,-17.37,,07-31
14,603129,春风动力,0.3,87.5,,7.36,,2964.77,88.23,,07-31
15,300688,创业黑马,0.02,-125.0,,0.44,,77.59,-119.59,,07-27
16,300691,联合光电,0.08,,6.14,1.35,-0.57,527.96,,,07-25
17,603978,深圳新星,0.35,6.06,,3.16,,2126.94,6.4,,07-24
18,603359,东珠景观,0.26,225.0,,3.57,,4439.76,208.22,,07-24
19,300687,赛意信息,0.25,,,5.55,,1517.02,9.65,,07-21
20,603860,中公高科,0.04,33.33,,0.61,,176.07,0.77,,07-19
21,300686,智动力,0.12,-14.29,,3.19,,1082.27,-16.29,,07-17
22,603387,基蛋生物,0.41,,,,,4089.75,43.68,,07-14
23,603357,设计总院,0.28,27.27,,8.36,,6898.57,29.5,,07-12
24,300681,英搏尔,0.4,48.15,,8.17,,2274.02,47.7,,07-12
25,300682,朗新科技,0.0,-100.11,,0.0,,2.81,-100.09,,07-12
26,300680,隆盛科技,0.13,0.0,,3.23,,659.63,1.07,,07-11
27,603233,大参林,0.33,3.13,,,,11723.91,2.26,,07-11
28,601326,秦港股份,0.06,,2.33,2.47,0.14,28668.39,,,07-04
29,300678,中科信息,-0.01,-54.91,,-0.33,,-110.18,-54.93,,07-04
30,002888,惠威科技,0.1,66.67,,,-0.08,626.95,67.63,,07-03
31,603617,君禾股份,0.32,18.52,3.29,10.2,0.38,2391.35,16.42,,06-30
32,300673,佩蒂股份,0.23,,,3.43,,1361.1,,,06-28
33,002887,绿茵生态,0.6,11.11,,4.91,,3611.34,10.86,,06-27
34,603938,三孚股份,0.32,52.38,,6.5,,3570.79,53.63,,06-27
35,300676,华大基因,0.26,23.81,,2.77,,9441.63,25.71,,06-27
36,300675,建科院,-0.06,-63.85,,-2.49,,-700.99,-63.84,,06-26
37,000511,*ST烯碳,-0.03,-4550.0,,-2.77,,-3089.17,-4676.71,,06-24
38,603595,东尼电子,0.23,155.56,,6.71,,1749.26,159.14,,06-22
39,300672,国科微,-0.32,-34.69,,-3.87,,-2692.27,-34.66,,06-20
40,603757,大元泵业,0.49,63.33,,9.22,,3100.86,67.03,,06-20
41,603730,岱美股份,0.38,,4.27,8.96,0.53,13788.31,,,06-19
42,603316,诚邦股份,,,,,,1582.99,89.12,,06-16
43,603331,百达精工,0.2,42.86,3.92,5.33,-0.12,1947.25,49.71,,06-15
44,603933,睿能科技,0.53,206.94,,10.07,,4088.93,207.44,,06-15
45,603980,吉华集团,0.25,-73.85,5.1,4.9,0.22,10003.92,-73.83,,06-14
46,603326,我乐家居,-0.01,-80.0,,,,-175.69,-72.11,,06-14
47,300671,富满电子,0.11,,,3.02,,832.92,93.67,,06-14
48,300670,大烨智能,0.04,-15.92,,,,334.0,-15.84,,06-14
49,002885,京泉华,0.25,66.67,,4.27,,1519.97,73.41,,06-13
50,603801,志邦股份,0.17,51.07,,3.01,,2034.34,51.03,,06-12
51,603767,中马传动,,,,,,2251.32,2.94,,06-12
52,300669,沪宁股份,0.1,25.0,,2.68,,602.26,14.53,,06-09
53,300667,必创科技,0.06,-300.0,3.22,1.73,-0.46,281.23,-315.37,,06-05
54,300668,杰恩设计,0.33,26.92,4.47,7.64,-0.53,1037.34,25.34,,06-02
55,002882,金龙羽,0.06,0.0,,,,2119.24,1.43,,06-02
56,603335,迪生力,0.08,,2.13,4.02,0.11,1478.85,-1.64,,06-01
57,002881,美格智能,0.09,,,3.1,,718.62,57.71,,05-31
58,603200,上海洗霸,0.22,21.28,6.94,3.24,0.69,1222.53,21.28,,05-31
59,300665,飞鹿股份,,,,,,128.1,471.33,,05-25
60,603226,菲林格尔,0.12,20.0,5.02,2.3,-0.43,750.57,19.94,,05-24
61,300666,江丰电子,0.06,50.0,,3.26,,958.97,62.64,,05-23
62,603879,永悦科技,0.08,0.0,,3.32,,882.15,7.88,,05-23
63,002879,长缆科技,0.23,-8.0,,3.21,,2331.48,-8.27,,05-22
64,603197,保隆科技,0.51,30.62,,,,4518.35,30.61,,05-18
65,300663,科蓝软件,-0.21,-36.36,,,,-2057.98,-36.79,,05-17
66,300662,科锐国际,0.09,80.0,,,,1164.95,70.41,,05-17
67,603269,海鸥股份,0.08,0.0,6.23,1.33,0.12,578.0,0.18,,05-16
68,603758,秦安股份,0.16,-15.79,,3.6,,6069.41,-13.67,,05-16
69,603496,恒为科技,0.23,,5.89,25.49,,1761.89,10.8,,05-16
70,601878,浙商证券,0.09,28.57,,2.72,,26392.13,33.2,,05-16
71,300653,正海生物,0.13,0.93,3.95,3.35,0.14,777.96,0.89,,05-15
72,300652,雷迪克,0.25,56.25,4.39,5.86,0.15,1649.39,58.76,,05-15
73,603286,日盈电子,,,,,,716.5,12.69,,05-15
74,002870,香山股份,0.25,38.89,,5.69,,2034.61,33.08,,05-12
75,002869,金溢科技,0.48,2.13,5.02,9.51,-1.37,4261.38,2.04,,05-12
76,601952,苏垦农发,0.17,21.43,3.37,5.23,0.2,13725.47,22.27,,05-12
77,603180,金牌厨柜,0.2,122.22,5.47,3.58,-1.01,1008.32,114.53,,05-11
78,300660,江苏雷利,,,,,,6067.51,21.42,,05-11
79,603113,金能科技,0.35,-1266.67,4.02,9.14,0.4,21039.87,-10826.45,,05-10
80,603086,先达股份,0.41,17.14,12.12,3.46,-1.02,2468.77,18.31,,05-10
81,002871,伟隆股份,0.21,23.53,5.49,3.55,,1096.0,24.85,,05-10
82,603926,铁流股份,0.3,15.38,5.85,5.35,-0.12,2742.48,18.67,,05-09
83,300658,延江股份,0.3,3.45,,8.0,,2218.29,3.28,,05-09
84,603229,奥翔药业,0.1,0.0,,4.83,,1203.36,5.11,,05-08
85,603728,鸣志电器,0.1,31.28,3.14,3.04,-0.02,2347.9,31.31,,05-08
86,300659,中孚信息,,,,,,-145.94,-39.39,,05-08
87,300651,金陵体育,0.03,6.13,6.13,0.57,-0.48,196.64,6.08,,05-08
88,300656,民德电子,0.17,5.32,3.89,4.45,-0.09,756.9,5.31,,05-05
89,300649,杭州园林,0.11,22.22,3.81,3.04,-0.46,547.53,21.42,,05-04
90,603985,恒润股份,0.51,25.59,7.65,6.68,0.81,3042.07,25.59,,05-04
91,002873,新天药业,0.3,,,5.08,,1539.39,,,05-04
92,300643,万通智控,0.06,50.0,1.39,3.84,0.07,850.3,57.11,,05-04
93,603501,韦尔股份,0.1,25.0,2.22,4.32,0.19,3596.67,26.78,,05-03
94,603855,华荣股份,0.04,100.0,2.97,1.13,-0.16,903.83,84.47,,05-03
95,603505,金石资源,0.04,33.33,2.64,1.41,0.08,663.71,28.24,,05-02
96,002868,绿康生化,0.29,-14.71,3.31,9.32,0.25,2651.62,-14.17,,05-02
97,300647,超频三,0.09,0.0,3.08,3.09,-0.14,841.71,9.3,,05-02
98,300650,太龙照明,0.08,100.0,4.84,1.74,0.17,394.65,85.25,,05-02
99,300657,弘信电子,0.23,-560.0,6.27,3.79,0.34,1820.75,-578.25,,05-02
100,600004,白云机场,0.35,16.67,,3.54,,40784.65,17.95,,04-29
101,002439,启明星辰,-0.01,33.33,,-0.25,,-671.02,26.94,,04-29
102,000732,泰禾集团,0.19,-28.33,,1.27,,23066.78,-28.35,,04-29
103,600051,宁波联合,0.03,105.84,,0.44,,863.12,106.08,,04-29
104,000789,万年青,0.01,24.71,,0.23,,651.8,24.29,,04-29
105,600798,宁波海运,0.02,1791.67,,0.86,,2338.18,1755.2,,04-29
106,600068,葛洲坝,0.13,-6.43,,2.64,,74641.36,15.59,,04-29
107,600477,杭萧钢构,0.11,151.11,,5.43,,12054.78,229.36,,04-29
108,000829,天音控股,0.01,0.0,,0.28,,625.84,-31.69,,04-29
109,600833,第一医药,0.06,6.07,,1.87,,1402.69,6.0,,04-29
110,000046,泛海控股,0.08,127.17,,2.35,,43461.18,137.01,,04-29
111,600496,精工钢构,0.01,-35.43,,0.57,,2168.53,-35.53,,04-29
112,000860,顺鑫农业,0.33,7.23,,2.75,,18795.66,7.22,,04-29
113,600853,龙建股份,-0.01,-27.67,,-0.8,,-617.78,-27.55,,04-29
114,000887,中鼎股份,0.26,23.81,,4.63,,31331.51,32.89,,04-29
115,600137,浪莎股份,0.04,-2.7,,0.76,,345.94,-2.8,,04-29
116,002552,宝鼎科技,-0.03,-30.23,,-1.4,,-986.12,-23.15,,04-29
117,600886,国投电力,0.14,-25.1,,3.17,,93000.71,-25.07,,04-29
118,600158,中体产业,-0.02,11.11,,-0.8,,-1264.4,11.38,,04-29
119,000416,民生控股,0.01,-155.24,,0.7,,616.11,-155.1,,04-29
120,000909,数源科技,0.02,60.0,,0.49,,515.06,48.15,,04-29
121,600887,伊利股份,0.29,11.54,,7.24,,173365.33,11.58,,04-29
122,000927,一汽夏利,-0.17,59.27,,-16.98,,-26582.97,59.29,,04-29
123,300343,联创互联,0.04,-62.51,,0.58,,2327.83,74.37,,04-29
124,600177,雅戈尔,0.49,-55.13,,5.51,,126178.9,-48.45,,04-29
125,000503,海虹控股,-0.04,46.94,,-2.77,,-3883.77,46.94,,04-29
126,600571,信雅达,0.03,-47.69,,1.26,,1489.32,3.61,,04-29
127,600973,宝胜股份,0.03,-51.47,,0.84,,3023.45,-21.42,,04-29
128,600195,中牧股份,0.17,-8.4,,2.2,,7454.0,-8.4,,04-29
129,600588,用友网络,-0.11,-26.67,,-2.96,,-16703.37,-22.92,,04-29
130,000971,高升控股,0.08,0.0,,1.13,,4000.13,14.06,,04-29
131,600992,贵绳股份,0.02,30.19,,0.37,,507.47,30.12,,04-29
132,603385,惠达卫浴,0.14,7.69,,1.76,,3993.12,45.97,,04-29
133,601010,文峰股份,0.05,66.67,,2.17,,9051.15,70.32,,04-29
134,600622,光大嘉宝,0.21,26.51,,2.76,,14257.81,37.09,,04-29
135,600642,申能股份,0.11,-13.28,,1.97,,50593.47,-13.12,,04-29
136,601166,兴业银行,0.88,7.32,17.59,4.7,-2.25,1682400.0,7.16,,04-29
137,600661,新南洋,0.06,16.1,,1.7,,1605.32,15.96,,04-29
138,600680,*ST上普,-0.05,390.91,,-2.59,,-2047.26,409.41,,04-29
139,002055,得润电子,0.07,47.0,,1.83,,3198.03,46.85,,04-29
140,000673,当代东方,0.02,-43.54,,0.57,,1315.88,13.85,,04-29
141,600714,金瑞矿业,0.04,-170.3,,1.72,,1021.9,-170.2,,04-29
142,600730,中国高科,-0.0,-90.0,,-0.05,,-99.61,-88.78,,04-29
143,002103,广博股份,0.05,25.0,,1.42,,2433.81,98.62,,04-29
144,603861,白云电器,0.06,-14.63,,1.3,,2483.48,-2.92,,04-29
145,002749,国光股份,0.52,21.35,,4.27,,3913.23,20.47,,04-29
146,600746,江苏索普,0.15,3639.02,,10.16,,4698.53,3669.65,,04-29
147,601888,中国国旅,0.74,3.08,13.61,5.55,,71824.88,3.08,,04-29
148,600006,东风汽车,0.04,-42.01,,1.08,,7031.14,-42.04,,04-29
149,002440,闰土股份,0.21,162.5,,2.5,,15993.19,175.49,,04-29
150,600381,青海春天,0.06,66.77,,1.88,,3787.88,66.3,,04-29
151,002140,东华科技,0.05,19.79,,1.01,,2077.45,19.85,,04-29
152,600030,中信证券,0.19,35.71,,1.6,,230078.87,40.18,,04-29
153,600406,国电南瑞,0.01,0.0,3.65,0.2,-0.3,1786.15,27.15,,04-29
154,600787,中储股份,0.01,-87.04,,0.32,,2976.61,-87.01,,04-29
155,600432,*ST吉恩,-0.1,-16.67,,-8.13,,-16257.64,-16.99,,04-29
156,000796,凯撒旅游,0.03,43.07,,1.23,,2322.21,43.45,,04-29
157,600805,悦达投资,0.01,-72.97,,0.13,,827.32,-73.79,,04-29
158,000016,深康佳A,0.01,211.43,,0.9,,2624.54,211.35,,04-29
159,600461,洪城水业,0.07,-41.67,,1.61,,5507.12,34.25,,04-29
160,600822,上海物贸,0.02,18.27,,2.15,,1154.64,18.03,,04-29
161,002188,巴士在线,0.01,-66.67,,0.19,,398.75,-52.48,,04-29
162,000837,秦川机床,0.01,-116.32,,0.17,,483.99,-116.26,,04-29
163,002204,大连重工,0.0,-80.0,,0.06,,385.91,-46.13,,04-29
164,000058,深赛格,0.03,13.78,,1.5,,3160.91,78.62,,04-29
165,600859,王府井,0.25,-39.51,,1.81,,19009.44,1.52,,04-29
166,600126,杭钢股份,0.08,60.0,,1.37,,20673.38,85.58,,04-29
167,600875,东方电气,0.07,3400.0,,0.72,,15297.25,3380.75,,04-29
168,002252,上海莱士,0.05,-59.09,,1.88,,22222.8,-28.85,,04-29
169,600165,新日恒力,0.0,-106.9,1.16,0.2,0.01,158.38,-107.88,,04-29
170,000422,湖北宜化,0.04,180.0,,0.64,,6401.49,377.82,,04-29
171,000932,*ST华菱,0.1,-137.72,,4.81,,30756.37,-137.72,,04-29
172,600959,江苏有线,0.05,-28.57,,1.57,,20551.82,-8.02,,04-29
173,600183,生益科技,0.2,81.82,,5.47,,28397.24,85.53,,04-29
174,000509,华塑控股,-0.01,-49.06,,-13.21,,-448.86,-48.54,,04-29
175,002285,世联行,0.05,66.67,,2.19,,9271.54,51.18,,04-29
176,000977,浪潮信息,0.07,-41.29,,1.79,,7107.23,-40.54,,04-29
177,601018,宁波港,0.05,0.0,2.68,1.95,-0.07,68185.4,3.59,,04-29
178,600236,桂冠电力,0.05,-58.33,,2.34,,32010.77,-56.08,,04-29
179,000566,海南海药,0.05,-54.55,,1.21,,6614.32,12.1,,04-29
180,600589,广东榕泰,0.04,10.81,,0.97,,2910.99,10.99,,04-29
181,000972,*ST中基,-0.03,-7.56,,-2.52,,-2072.56,-7.65,,04-29
182,002618,丹邦科技,0.02,-39.55,,0.47,,792.87,20.92,,04-29
183,000543,皖能电力,-0.02,-110.31,,-0.36,,-4002.83,-111.55,,04-29
184,000993,闽东电力,0.0,-87.4,,0.12,,180.75,-87.3,,04-29
185,601011,宝泰隆,0.02,835.29,,0.5,,2178.72,851.65,,04-29
186,600232,金鹰股份,0.01,10.0,,0.35,,412.33,11.01,,04-29
187,600623,华谊集团,0.12,63.89,,1.53,,25087.14,65.04,,04-29
188,600250,南纺股份,-0.18,125.0,,-15.05,,-4646.97,122.1,,04-29
189,002024,苏宁云商,0.01,-125.0,,0.12,,7825.2,-126.43,,04-29
190,000626,远大控股,0.16,-80.37,,3.33,,9590.25,-41.97,,04-29
191,300135,宝利国际,0.01,60.0,,0.59,,700.42,44.64,,04-29
192,601366,利群股份,0.17,13.33,,4.11,,11444.44,10.76,,04-29
193,002377,国创高新,-0.02,-19.62,,-1.18,,-908.83,-19.4,,04-29
194,600307,酒钢宏兴,0.04,-183.8,,2.41,,22340.22,-183.75,,04-29
195,000655,金岭矿业,0.03,-123.57,,0.76,,1981.71,-124.55,,04-29
196,600697,欧亚集团,0.29,0.0,,2.16,,4635.88,0.35,,04-29
197,002072,凯瑞德,-0.02,-75.38,,-2.97,,-280.89,-75.41,,04-29
198,600325,华发股份,0.36,1700.0,,3.2,,42069.72,1546.81,,04-29
199,600715,文投控股,0.14,-36.36,,4.85,,22633.45,25.61,,04-29
200,600345,长江通信,0.33,450.0,,4.88,,6486.74,408.2,,04-29
201,002425,凯撒文化,0.08,192.31,,1.12,,3843.18,224.85,,04-29
202,600365,通葡股份,0.01,0.0,,0.32,,221.1,13.12,,04-29
203,600747,*ST大控,-0.01,-33.33,,-0.47,,-932.31,-30.98,,04-29
204,600007,中国国贸,0.16,-11.11,,2.55,,15865.69,-10.02,,04-29
205,000735,罗牛山,0.07,1126.23,,2.48,,8610.53,1516.37,,04-29
206,600026,中远海能,0.14,263.8,,2.03,,56311.47,264.05,,04-29
207,600053,九鼎投资,0.13,82.78,,2.99,,5476.92,82.92,,04-29
208,603989,艾华集团,0.26,39.34,,4.2,,7638.72,39.5,,04-29
209,600425,*ST青松,-0.11,-0.88,,-3.92,,-15383.5,-1.18,,04-29
210,000791,甘肃电投,-0.14,-34.43,,-2.79,,-13738.24,-28.32,,04-29
211,600086,东方金钰,0.1,15.86,,4.33,,13311.21,15.89,,04-29
212,600479,千金药业,0.08,32.28,,1.58,,2773.75,32.28,,04-29
213,000831,五矿稀土,0.01,-153.8,,0.42,,832.55,-153.8,,04-29
214,600498,烽火通信,0.13,18.18,,1.89,,13859.41,16.3,,04-29
215,600121,*ST郑煤,0.22,-287.92,,7.65,,22745.11,-287.99,,04-29
216,000889,茂业通信,0.07,-5.28,,1.97,,4568.54,-5.3,,04-29
217,002232,启明信息,0.0,82.35,,0.12,,127.22,84.45,,04-29
218,600139,西部资源,-0.05,-24.4,1.48,-3.38,0.03,-3359.27,-24.51,,04-29
219,002554,惠博普,0.05,0.0,,2.35,,5120.4,84.49,,04-29
220,000333,美的集团,0.67,-27.17,,6.87,,435258.7,11.4,,04-29
221,000928,中钢国际,0.15,-7.02,,2.38,,10170.02,1.09,,04-29
222,600960,渤海活塞,0.07,120.0,,1.45,,6278.0,303.92,,04-29
223,600184,光电股份,0.0,100.0,,0.04,,97.71,60.39,,04-29
224,600595,中孚实业,0.0,-96.67,,0.07,,360.38,-96.8,,04-29
225,600999,招商证券,0.21,18.13,,2.27,,137451.62,36.23,,04-29
226,603399,新华龙,0.0,-103.0,,0.08,,144.26,-102.89,,04-29
227,002623,亚玛顿,0.04,-42.86,,0.32,,699.23,-34.75,,04-29
228,000548,湖南投资,0.01,66.67,,1.0,,253.8,99.41,,04-29
229,000567,海德股份,0.12,762.68,,8.15,,1851.81,760.5,,04-29
230,600257,大湖股份,0.01,-0.75,,0.49,,633.4,11.3,,04-29
231,000592,平潭发展,-0.01,-650.0,,-0.41,,-1284.26,-1234.27,,04-29
232,600649,城投控股,0.2,-16.67,,2.87,,60719.23,-14.59,,04-29
233,002350,北京科锐,-0.04,-852.94,,-0.73,,-837.58,-848.45,,04-29
234,000611,天首发展,-0.0,-82.01,,-0.72,,-139.56,-81.83,,04-29
235,601238,广汽集团,0.59,96.67,,8.35,,382857.84,98.68,,04-29
236,600686,金龙汽车,-0.09,-200.0,,-1.5,,-5322.18,-194.54,,04-29
237,603727,博迈科,0.1,-66.67,,0.95,,2284.49,-56.14,,04-29
238,601601,中国太保,0.22,-8.33,14.65,1.5,2.92,200000.0,-9.05,,04-29
239,002722,金轮股份,0.14,0.0,,1.48,,2478.58,10.6,,04-29
240,002314,南山控股,-0.04,-123.53,,-1.25,,-7483.62,-125.81,,04-29
241,000563,陕国投A,0.04,-18.38,,1.52,,11816.56,-18.37,,04-29
242,002651,利君股份,0.03,50.0,,1.8,,3451.09,38.7,,04-29
243,000587,金洲慈航,0.1,-28.57,,1.16,,10840.43,-29.14,,04-29
244,600271,航天信息,0.21,-48.78,,4.15,,39561.25,7.33,,04-29
245,000607,华媒控股,-0.02,12.93,,-0.96,,-1689.7,13.24,,04-29
246,601228,广州港,0.03,,,1.5,,16293.67,29.95,,04-29
247,600308,华泰股份,0.11,349.15,,1.88,,12390.97,349.27,,04-29
248,603778,乾景园林,0.04,-75.0,,0.74,,701.75,-43.61,,04-29
249,600754,锦江股份,0.21,1.56,,1.54,,19902.9,20.93,,04-29
250,002126,银轮股份,0.11,-31.25,,3.39,,7866.08,39.93,,04-29
251,600015,华夏银行,0.34,-17.07,12.68,2.73,0.7,449900.0,1.53,,04-29
252,600033,福建高速,0.08,25.28,,2.51,,21502.2,25.43,,04-29
253,000778,新兴铸管,0.06,472.9,,1.28,,23058.39,489.74,,04-29
254,000018,神州长城,0.06,-65.99,,5.44,,9902.96,29.3,,04-29
255,603077,和邦生物,0.04,100.0,,1.63,,17195.93,220.81,,04-29
256,000036,华联控股,0.66,702.42,,20.18,,75841.14,715.08,,04-29
257,600843,上工申贝,0.11,43.04,,3.1,,6036.97,43.08,,04-29
258,000060,中金岭南,0.1,-600.0,,2.81,,21878.81,-513.49,,04-29
259,000898,鞍钢股份,0.15,-274.12,,2.35,,106900.0,-273.82,,04-29
260,600877,*ST嘉陵,0.08,-167.26,,,,5718.27,-167.27,,04-29
261,000917,电广传媒,0.07,-22.22,,0.92,,10109.34,-20.99,,04-29
262,000425,徐工机械,0.03,2800.0,,0.98,,20181.88,1809.98,,04-29
263,600961,株冶集团,0.01,-50.0,,2.0,,279.09,-47.92,,04-29
264,603318,派思股份,0.01,-110.0,,0.52,,242.32,-120.64,,04-29
265,600185,格力地产,0.13,-51.85,,3.59,,26227.08,69.21,,04-29
266,600579,天华院,0.0,-107.0,,0.04,,43.04,-107.15,,04-29
267,000961,中南建设,0.04,-68.03,,1.1,,15078.74,1.31,,04-29
268,600596,新安股份,0.09,-232.04,,1.54,,6241.91,-231.99,,04-29
269,601000,唐山港,0.07,-41.67,,2.46,,33765.35,22.71,,04-29
270,600221,海航控股,0.05,-57.99,,1.43,,83514.0,-42.05,,04-29
271,600613,神奇制药,0.04,-42.86,,0.9,,2140.67,-43.29,,04-29
272,601021,春秋航空,0.38,-17.39,,4.06,,30325.6,-17.3,,04-29
273,600238,海南椰岛,-0.05,-19.87,,-2.4,,-2045.71,-26.84,,04-29
274,000568,泸州老窖,0.57,34.26,,6.99,,79746.8,34.19,,04-29
275,600633,浙数文化,0.97,572.41,,17.78,,125975.13,636.8,,04-29
276,300093,金刚玻璃,,,,0.05,,46.2,15.36,,04-29
277,000593,大通燃气,0.01,-14.29,,0.19,,208.24,2.47,,04-29
278,600650,锦江投资,0.13,50.56,,2.25,,7394.16,49.86,,04-29
279,002030,达安基因,,,,1.67,,2698.18,0.85,,04-29
280,600668,尖峰集团,0.33,340.54,,4.57,,11220.05,339.84,,04-29
281,601258,庞大集团,0.02,100.0,,0.89,,11689.06,206.19,,04-29
282,600295,鄂尔多斯,0.11,37.5,,1.51,,11078.91,27.74,,04-29
283,000632,三木集团,0.01,38.3,,0.24,,301.13,38.58,,04-29
284,600687,刚泰控股,0.07,-48.18,,1.87,,10583.57,-48.24,,04-29
285,601390,中国中铁,0.11,7.0,,1.84,,262258.3,15.32,,04-29
286,002399,海普瑞,-0.01,-103.88,,-0.15,,-1208.13,-106.17,,04-29
287,000682,东方电子,0.01,44.07,,0.53,,835.56,45.68,,04-29
288,002115,三维通信,-0.02,-38.57,,-0.99,,-917.1,-38.4,,04-29
289,601880,大连港,0.01,-53.09,,0.88,,15625.94,26.75,,04-29
290,600377,宁沪高速,0.17,13.54,,3.88,,87867.29,13.57,,04-29
291,002131,利欧股份,0.09,0.0,,2.01,,15010.86,12.14,,04-29
292,002452,长高集团,0.04,-17.78,,1.44,,1924.45,-18.46,,04-29
293,600039,四川路桥,0.03,-19.2,,0.96,,9139.44,-19.4,,04-29
294,600064,南京高科,0.13,-62.0,,1.02,,10282.85,-61.94,,04-29
295,600446,金证股份,-0.03,-189.31,,-1.53,,-2583.72,-189.56,,04-29
296,000803,*ST金宇,-0.11,83.33,,-24.99,,-1364.36,76.65,,04-29
297,600470,六国化工,-0.04,-42.86,,-1.04,,-2081.4,-38.93,,04-29
298,600099,林海股份,0.0,-57.63,,0.09,,55.33,-56.88,,04-29
299,000042,中洲控股,0.04,-43.05,,0.44,,2585.83,-42.25,,04-29
300,600491,龙元建设,0.09,73.44,,2.24,,11948.66,73.49,,04-29
301,000066,中国长城,0.05,-446.94,,2.45,,15008.46,-871.16,,04-29
302,000883,湖北能源,0.07,11.48,,1.84,,44127.99,10.85,,04-29
303,600133,东湖高新,1.08,5599.47,,30.96,,68683.56,5591.93,,04-29
304,000903,云内动力,0.14,38.78,,2.63,,11919.12,52.28,,04-29
305,600883,博闻科技,0.16,-2651.56,,5.69,,3855.78,-2658.79,,04-29
306,000411,英特集团,0.1,15.58,,2.76,,2125.28,15.62,,04-29
307,600900,长江电力,0.12,7.51,,2.09,,270800.34,43.38,,04-29
308,600172,黄河旋风,0.14,9.03,6.27,2.24,,10994.59,9.02,,04-29
309,600967,内蒙一机,0.04,-171.93,,0.96,,6956.32,-247.65,,04-29
310,600190,锦州港,0.02,208.84,,0.7,,4140.21,208.87,,04-29
311,002597,金禾实业,0.36,44.0,,7.83,,20085.96,41.2,,04-29
312,000518,四环生物,0.01,-1255.56,,1.74,,1070.54,-1220.72,,04-29
313,600584,长电科技,0.04,47.06,,0.83,,3829.77,36.03,,04-29
314,603366,日出东方,0.02,-66.67,,0.44,,1682.0,-62.23,,04-29
315,601088,中国神华,0.62,165.09,16.37,3.84,1.26,1223500.0,165.57,,04-29
316,603566,普莱柯,0.1,-62.96,,2.23,,3337.2,-23.72,,04-29
317,600243,青海华鼎,0.12,-340.0,,3.03,,5334.09,-341.72,,04-29
318,601139,深圳燃气,0.1,0.0,3.59,2.84,0.03,22211.8,5.47,,04-29
319,600265,ST景谷,-0.05,-16.67,,-36.64,,-628.31,-21.51,,04-29
320,000599,青岛双星,0.04,11.11,,1.01,,2461.57,1.31,,04-29
321,600655,豫园股份,0.14,495.65,,1.84,,19638.14,504.23,,04-29
322,000638,万方发展,-0.01,-143.99,,-1.81,,-395.54,-143.95,,04-29
323,600319,亚星化学,,,,2.78,,20.73,-100.71,,04-29
324,000669,金鸿控股,0.17,0.75,,1.94,,8483.42,0.73,,04-29
325,002404,嘉欣丝绸,0.04,33.33,,1.57,,2052.47,33.14,,04-29
326,002425,凯撒文化,0.08,192.31,,1.12,,3843.18,224.85,,04-29
327,600365,通葡股份,0.01,0.0,,0.32,,221.1,13.12,,04-29
328,600747,*ST大控,-0.01,-33.33,,-0.47,,-932.31,-30.98,,04-29
329,600007,中国国贸,0.16,-11.11,,2.55,,15865.69,-10.02,,04-29
330,000735,罗牛山,0.07,1126.23,,2.48,,8610.53,1516.37,,04-29
331,600026,中远海能,0.14,263.8,,2.03,,56311.47,264.05,,04-29
332,600053,九鼎投资,0.13,82.78,,2.99,,5476.92,82.92,,04-29
333,603989,艾华集团,0.26,39.34,,4.2,,7638.72,39.5,,04-29
334,600425,*ST青松,-0.11,-0.88,,-3.92,,-15383.5,-1.18,,04-29
335,000791,甘肃电投,-0.14,-34.43,,-2.79,,-13738.24,-28.32,,04-29
336,600086,东方金钰,0.1,15.86,,4.33,,13311.21,15.89,,04-29
337,600479,千金药业,0.08,32.28,,1.58,,2773.75,32.28,,04-29
338,000831,五矿稀土,0.01,-153.8,,0.42,,832.55,-153.8,,04-29
339,600498,烽火通信,0.13,18.18,,1.89,,13859.41,16.3,,04-29
340,600121,*ST郑煤,0.22,-287.92,,7.65,,22745.11,-287.99,,04-29
341,000889,茂业通信,0.07,-5.28,,1.97,,4568.54,-5.3,,04-29
342,002232,启明信息,0.0,82.35,,0.12,,127.22,84.45,,04-29
343,600139,西部资源,-0.05,-24.4,1.48,-3.38,0.03,-3359.27,-24.51,,04-29
344,002554,惠博普,0.05,0.0,,2.35,,5120.4,84.49,,04-29
