代码	名称	日期	open	high	low	close	成交额(百万)	成交量(股)	macd	rsi_6	kdj	cci	sma10	ema10	
399300.SZ	沪深300	2006/10/31	1447.06	1464.48	1447.06	1464.47	21463.62	3695228400	22.61446341	67.62112899	82.34702278	149.4248623	1441.861	1442.028395	1
399300.SZ	沪深300	2006/11/1	1465.67	1479.41	1461.32	1479.41	23518.43	3892692400	24.17279406	73.44473482	88.23134852	190.562338	1446.043	1448.82505	1
399300.SZ	沪深300	2006/11/2	1480.55	1480.55	1464.6	1479.66	24757.96	4237313600	25.13817798	73.54029696	91.77163412	159.9519185	1450.071	1454.431405	1
399300.SZ	沪深300	2006/11/3	1481.58	1497.47	1480.77	1488.29	23319.28	3937202800	26.29649098	76.97292028	91.07196578	174.9572718	1454.882	1460.587513	1
399300.SZ	沪深300	2006/11/6	1477.44	1507.97	1472	1507.89	25221.68	4203351200	28.46785883	82.98781265	94.01449317	156.3824932	1464.799	1469.187965	1
399300.SZ	沪深300	2006/11/7	1512.65	1516.8	1491.33	1516.1	27894.55	4303832800	30.49958168	84.96223726	95.74591923	153.6311464	1472.404	1477.717426	1
399300.SZ	沪深300	2006/11/8	1512.36	1513.04	1497.01	1498.17	19140.31	2872240400	30.31350036	65.14721262	90.14461757	111.0697888	1477.538	1481.436076	-1
399300.SZ	沪深300	2006/11/9	1491.8	1527.38	1489.2	1524.71	22283.04	3403013200	31.93940816	75.35612621	92.53120895	116.723529	1484.399	1489.304062	1
399300.SZ	沪深300	2006/11/10	1525.23	1535.2	1493.2	1504.06	31931.19	5392286800	31.20199223	59.17289579	83.24408711	97.17724765	1490.9	1491.98696	-1
399300.SZ	沪深300	2006/11/13	1498.06	1512.95	1465.63	1475.78	25176.22	4165330000	28.01271204	43.73688439	62.0201512	19.73850844	1493.854	1489.04024	-1
399300.SZ	沪深300	2006/11/14	1475.45	1493.88	1453.26	1493.78	22029.31	3630788400	26.63065249	53.084538	57.83037336	-0.500015674	1496.785	1489.902014	1
399300.SZ	沪深300	2006/11/15	1494.11	1534.85	1490.87	1534.76	26135.57	4058921600	28.51341892	67.73128546	71.70792281	114.0206387	1502.32	1498.058012	1
399300.SZ	沪深300	2006/11/16	1540.26	1558.41	1531.29	1533.29	34127.31	5776094800	29.54631661	66.8331461	73.17538807	155.6725213	1507.683	1504.463828	-1
399300.SZ	沪深300	2006/11/17	1528.01	1562.24	1521.55	1562.08	26950.44	4444619200	32.31549496	74.7135413	82.06798674	156.9342475	1515.062	1514.939496	1
399300.SZ	沪深300	2006/11/20	1567.34	1593.19	1567.34	1593.16	32990.61	5341236000	36.59612762	80.6648435	88.03817806	214.5023134	1523.589	1529.161405	1
399300.SZ	沪深300	2006/11/21	1591.47	1612.46	1568.95	1612.25	32628.58	4860184000	41.05569877	83.52312502	91.98148219	184.420216	1533.204	1544.268423	1
399300.SZ	沪深300	2006/11/22	1610.05	1639.41	1600.38	1624.03	38065.26	5706549600	45.02150866	85.14881938	91.90027007	172.5713541	1545.79	1558.770528	1
399300.SZ	沪深300	2006/11/23	1623.71	1642.81	1618.04	1634.91	31474.41	5136068000	48.48347927	86.61274934	93.21092479	148.4484131	1556.81	1572.614068	1
399300.SZ	沪深300	2006/11/24	1629.89	1640.75	1611.55	1636.58	32398.04	4971209600	50.77655049	86.85147828	94.37837262	117.0693216	1570.062	1584.244237	1
399300.SZ	沪深300	2006/11/27	1632.66	1651.8	1627.92	1651.8	32057.82	4726727200	53.20859718	88.99729477	96.25224841	110.9047748	1587.664	1596.527103	1
399300.SZ	沪深300	2006/11/28	1649.68	1656.19	1629.83	1644.01	29502.97	4476291600	53.88625657	80.88934549	94.48605034	93.39542598	1602.687	1605.160357	-1
399300.SZ	沪深300	2006/11/29	1617.69	1672.91	1604.82	1667.14	30895.01	4557841200	55.64822611	85.57255076	95.05333236	86.82679963	1615.925	1616.429383	1
399300.SZ	沪深300	2006/11/30	1671.67	1714.49	1671.67	1714.36	39869.05	6021608800	60.16135637	90.98477513	96.67277316	131.3810609	1634.032	1634.23495	1
399300.SZ	沪深300	2006/12/1	1719.28	1741.8	1715.79	1729.22	41045.22	5841358000	64.19709823	92.10343605	95.35585321	148.2646007	1650.746	1651.504959	1
399300.SZ	沪深300	2006/12/4	1731.9	1780.8	1731.9	1780.74	46947.58	7143433600	70.73727094	94.79204409	96.8928169	175.9493565	1669.504	1675.002239	1
399300.SZ	沪深300	2006/12/5	1785.44	1811.66	1777.43	1794.23	47255.78	6720257600	76.13134048	95.29535206	95.11961016	172.8183143	1687.702	1696.680014	1
399300.SZ	沪深300	2006/12/6	1794.26	1806.65	1717.72	1779.41	53383.29	8127670400	78.3076475	84.52633539	91.54915285	111.3854289	1703.24	1711.72183	-1
399300.SZ	沪深300	2006/12/7	1774.19	1820.72	1770.57	1775.71	51388.01	8048750400	78.8251798	81.75830425	87.41689702	110.1681669	1717.32	1723.356042	-1
399300.SZ	沪深300	2006/12/8	1752.77	1772.16	1710	1711.58	41980.24	6625774400	73.21657771	48.63341389	74.76087098	42.25234199	1724.82	1721.214944	-1
399300.SZ	沪深300	2006/12/11	1705.91	1790.12	1705.91	1789.92	33169.36	5133597600	74.23734157	67.77337285	78.41862605	65.99475049	1738.632	1733.706772	1
399300.SZ	沪深300	2006/12/12	1798.46	1819.8	1772.11	1802.79	38702.47	5783354400	75.2177424	69.97866686	81.60257727	94.47850053	1754.51	1746.267359	1
399300.SZ	沪深300	2006/12/13	1805.42	1813.28	1779.56	1803.86	33154.39	4800445600	75.21403659	70.18223659	82.84000752	86.84951988	1768.182	1756.738748	1
399300.SZ	沪深300	2006/12/14	1807.08	1836.19	1805.2	1836.14	33323.93	4720622800	76.9290359	76.05919867	88.54721206	107.9246556	1780.36	1771.17534	1
399300.SZ	沪深300	2006/12/15	1842.88	1867.78	1832.51	1867.64	36957.41	4941444000	79.90883267	80.54858767	92.33597832	136.0515464	1794.202	1788.714369	1
399300.SZ	沪深300	2006/12/18	1875.01	1918.29	1875.01	1916.11	46530.17	6189299200	85.19934201	85.55143272	94.54849821	178.6530347	1807.739	1811.877211	1
399300.SZ	沪深300	2006/12/19	1924.8	1936.75	1882.54	1921.44	48969.82	6778893600	88.79858048	86.02570871	94.154899	170.3849907	1820.46	1831.797718	1
399300.SZ	沪深300	2006/12/20	1912.9	1936.8	1893.42	1936.55	39745.36	5634850400	91.81190315	87.42942692	96.06717378	142.030838	1836.174	1850.843587	1
399300.SZ	沪深300	2006/12/21	1935.78	1945.47	1905.72	1908.99	43437.77	6022516400	90.92796047	71.67169191	92.30214323	113.3848495	1849.502	1861.415662	-1
399300.SZ	沪深300	2006/12/22	1896.48	1918.49	1880.57	1895.64	34870.78	4623050000	88.13423945	64.87501067	85.28687722	73.22393124	1867.908	1867.638269	-1
399300.SZ	沪深300	2006/12/25	1898.82	1957.47	1898.82	1939.1	41951.58	5625174400	88.40794248	74.36988949	86.74943633	93.81646538	1882.826	1880.631311	1
399300.SZ	沪深300	2006/12/26	1941.8	1959.98	1914.98	1938.24	39106.9	5696738400	87.54628026	73.89555846	86.48437677	87.82169029	1896.371	1891.105618	-1
399300.SZ	沪深300	2006/12/27	1940.41	1983.11	1939.55	1982.88	38961.69	5600564800	89.43453602	81.31760815	90.93867703	104.846513	1914.273	1907.791869	1
399300.SZ	沪深300	2006/12/28	1988.02	2010.37	1964.97	1979.93	45224.33	6319283200	89.65941405	79.52456868	86.46305813	115.5313905	1928.652	1920.907893	-1
399300.SZ	沪深300	2006/12/29	1991.88	2052.86	1991.88	2041.05	55716.39	7385194400	93.68951035	86.77478075	88.69046486	159.7238897	1945.993	1942.751913	1
399300.SZ	沪深300	2007/1/4	2073.25	2139.49	2054.24	2067.09	82381.07	10671970400	97.85657144	88.80198527	83.13954159	197.9698375	1961.091	1965.358838	1
399300.SZ	沪深300	2007/1/5	2051.15	2083.4	2030.76	2072.88	68026.06	9274344800	100.4680686	89.24197843	80.18433006	135.0902885	1976.235	1984.90814	1
399300.SZ	沪深300	2007/1/8	2072	2131.74	2071.72	2131.56	66303.94	8476791200	106.0502038	92.72052454	85.76864601	152.1657088	1995.736	2011.572114	1
399300.SZ	沪深300	2007/1/9	2137.49	2201.36	2128.06	2200.09	65456.19	8157763200	114.6819029	94.99053757	90.37250427	167.9532601	2024.846	2045.848094	1
399300.SZ	沪深300	2007/1/10	2210.76	2255.97	2194.77	2255.97	68822.62	8490497600	124.5953776	96.16171438	93.58166952	166.3613533	2060.879	2084.052077	1
399300.SZ	沪深300	2007/1/11	2257.01	2289.95	2224.37	2231.63	68730.01	8627654400	129.0008022	85.69023381	90.17316781	141.0075213	2090.132	2110.884426	-1
399300.SZ	沪深300	2007/1/12	2215.86	2249.54	2159.77	2173.75	61742.83	7652572000	126.3650431	65.37553655	81.53009636	89.20557056	2113.683	2122.314531	-1
399300.SZ	沪深300	2007/1/15	2170.94	2287.68	2170.94	2287.34	57043.45	6640309600	131.9212427	77.78069509	87.39485316	105.8810019	2144.129	2152.319161	1
399300.SZ	沪深300	2007/1/16	2310.96	2354.43	2297.24	2353.87	67843.43	7636425600	140.0782511	82.2502985	91.53889687	135.1311119	2181.523	2188.964768	1
399300.SZ	沪深300	2007/1/17	2360.41	2393.22	2266.34	2308.93	80008.9	8901553600	141.287779	70.71915504	86.60760462	108.6753793	2208.311	2210.776629	-1
399300.SZ	沪深300	2007/1/18	2292.17	2325.53	2240.21	2317.1	69894.98	7864860800	141.2770355	71.5881255	83.17956431	81.77189396	2233.312	2230.108151	1
399300.SZ	沪深300	2007/1/19	2320.87	2396.09	2320.87	2396.09	73538.87	8333402400	145.9598202	78.86512564	88.7863762	117.565191	2265.633	2260.286669	1
399300.SZ	沪深300	2007/1/22	2424.82	2491.71	2424.82	2491.31	81870.49	9389299200	155.5612062	84.57872791	92.4840829	160.0110689	2301.608	2302.290911	1
399300.SZ	沪深300	2007/1/23	2508.26	2516.59	2415.11	2508.13	92812.87	10233761600	162.6526488	85.41454159	94.19907416	143.9397569	2332.412	2339.7162	1
399300.SZ	沪深300	2007/1/24	2508.52	2556.1	2489.93	2536.43	80277.5	8443369600	168.6125807	86.8531801	94.47837082	144.829932	2360.458	2375.482345	1
399300.SZ	沪深300	2007/1/25	2512.46	2529.43	2449.05	2452.83	77241.72	8105515200	164.6915863	64.35240539	87.38150259	98.9676741	2382.578	2389.545555	-1
399300.SZ	沪深300	2007/1/26	2415.75	2524.24	2356.98	2512.92	73275.67	7865400800	164.5362592	70.86316051	87.03122997	77.63994227	2416.495	2411.977272	1
399300.SZ	沪深300	2007/1/29	2529.94	2582.41	2521.5	2576.92	79544.86	8545208800	167.6449202	76.37742284	90.81937833	118.1456697	2445.453	2441.966859	1
399300.SZ	沪深300	2007/1/30	2586.52	2599.45	2531.78	2551.88	73485.02	7821152800	166.1725045	70.1447313	89.46563759	100.5419017	2465.254	2461.951067	-1
399300.SZ	沪深300	2007/1/31	2544.3	2548.18	2367.67	2385.34	71945.03	8090913600	149.8399566	42.47868191	67.35788001	15.97073716	2472.895	2448.021782	-1
399300.SZ	沪深300	2007/2/1	2350.6	2410.42	2310.57	2395.17	57578.1	6507809600	136.1203825	44.04194091	54.66709216	-39.90565094	2480.702	2438.412367	1
399300.SZ	沪深300	2007/2/2	2397.06	2403.62	2293.28	2298	53535.11	5937715200	116.068746	33.30516985	36.95860384	-83.08884578	2470.893	2412.882846	-1
399300.SZ	沪深300	2007/2/5	2282.77	2304.32	2247.93	2271.8	42358.01	4758750400	96.9460251	30.87018217	26.90257249	-120.5302129	2448.942	2387.231419	-1
399300.SZ	沪深300	2007/2/6	2271.37	2316.7	2198.9	2316.04	61206.5	6701064800	84.3881552	39.78987177	27.68331113	-110.8772821	2429.733	2374.287525	1
399300.SZ	沪深300	2007/2/7	2330.43	2390.87	2330.43	2369.79	66203.34	7010639200	77.87542914	49.32308108	32.67681983	-51.39333551	2413.069	2373.469793	1
399300.SZ	沪深300	2007/2/8	2376.63	2415.96	2354.7	2410.6	58367.5	6265654000	75.14089529	55.71196966	39.40198924	-28.59274399	2408.846	2380.22074	1
399300.SZ	沪深300	2007/2/9	2412.64	2417.64	2376.02	2397.25	51302.93	5551553200	71.07719048	53.08483981	42.77446309	-21.73186388	2397.279	2383.316969	-1
399300.SZ	沪深300	2007/2/12	2397.85	2485.76	2396.79	2485.39	51709.44	5499232000	74.11449081	65.84509019	55.85731499	30.7315235	2388.126	2401.875702	1
399300.SZ	沪深300	2007/2/13	2498.35	2526.23	2489.66	2522.63	48227.86	5152886400	78.62024473	69.98425729	70.20494082	82.35328789	2385.201	2423.831029	1
399300.SZ	沪深300	2007/2/14	2527.56	2594.66	2520.53	2588.35	58462.27	6277728000	86.49705769	76.11433839	79.60516033	115.3403155	2405.502	2453.743569	1
399300.SZ	沪深300	2007/2/15	2607.63	2669.18	2607.63	2668.63	67415.69	7163132800	98.08673101	81.61750477	86.36445635	145.553842	2432.848	2492.813829	1
399300.SZ	沪深300	2007/2/16	2692.67	2717.57	2660.49	2676.74	71597.58	7590878400	106.6961134	82.11697665	88.28561844	148.9076668	2470.722	2526.254951	1
399300.SZ	沪深300	2007/2/26	2679.27	2710.3	2641.12	2707.68	70981.62	7453156000	114.6935941	84.09536276	91.33886849	131.2957827	2514.31	2559.241324	1
399300.SZ	沪深300	2007/2/27	2717.81	2719.52	2454.92	2457.49	101102.75	10773680800	99.69420042	40.55725508	70.2844252	43.1268408	2528.455	2540.741083	-1
399300.SZ	沪深300	2007/2/28	2413.42	2554.23	2413.33	2544.57	77148.25	8282256800	93.75297515	51.12563361	63.21242127	16.68886127	2545.933	2541.43725	1
399300.SZ	沪深300	2007/3/1	2550.26	2550.33	2439.5	2473.54	74299.58	8215965600	82.36354823	43.54727535	50.06877723	1.352478696	2552.227	2529.092295	-1
399300.SZ	沪深300	2007/3/2	2468.67	2523.86	2455.82	2508.73	54222.1	5794680400	75.3087716	48.11922639	43.76489304	-3.869299336	2563.375	2525.39006	1
399300.SZ	沪深300	2007/3/5	2503.82	2541.82	2409.72	2475.61	63071.76	6851748800	66.28125405	44.08670558	36.26611548	-33.63078917	2562.397	2516.33914	-1
399300.SZ	沪深300	2007/3/6	2467.74	2539.45	2452.14	2520.29	50261.32	5263315200	62.01728727	50.76595391	36.07433307	-20.08445635	2562.163	2517.057478	1
399300.SZ	沪深300	2007/3/7	2532.98	2594.46	2532.15	2589.44	57623.24	5972094800	63.48606215	59.70555186	43.38676218	33.1730787	2562.272	2530.217937	1
399300.SZ	沪深300	2007/3/8	2597.72	2628.45	2565.11	2627.63	53907.62	5538656000	66.95981954	64.03356502	52.37081757	56.12075165	2558.172	2547.929221	1
399300.SZ	沪深300	2007/3/9	2632.8	2643.81	2587.49	2611.39	67933.05	7041132800	67.6228509	60.70624667	56.61282393	54.00596244	2551.637	2559.467544	-1
399300.SZ	沪深300	2007/3/12	2612.96	2619.5	2563.37	2616.17	60438.2	6246892000	67.75299967	61.4144124	67.13940779	32.26369055	2542.486	2569.777082	1
399300.SZ	沪深300	2007/3/13	2620.72	2641.63	2605.23	2640.17	62061.19	6578890800	68.99738403	65.19388764	77.57461936	56.63144458	2560.754	2582.575794	1
399300.SZ	沪深300	2007/3/14	2609.93	2625.12	2546.65	2597.36	66581.94	6895208800	65.77099134	53.89426003	78.43548107	21.00629985	2566.033	2585.263832	-1
399300.SZ	沪深300	2007/3/15	2595.54	2645.88	2595.54	2645.55	63266.78	6377848800	66.33788036	62.64098732	85.57707546	73.98953209	2583.234	2596.224953	1
399300.SZ	沪深300	2007/3/16	2656.01	2665.39	2576.32	2604.23	74777.02	7533184800	62.7298546	52.41055512	80.8247326	69.10110726	2592.784	2597.680416	-1
399300.SZ	沪深300	2007/3/19	2533.71	2674.8	2523.3	2659.41	72943.66	7398356800	63.59000701	62.28210715	83.83034979	65.52809476	2611.164	2608.903977	1
399300.SZ	沪深300	2007/3/20	2669.64	2674.47	2645.25	2672.77	61741.48	6124972800	64.60499814	64.42604858	88.77358853	111.2073352	2626.412	2620.515981	1
399300.SZ	沪深300	2007/3/21	2685.93	2703	2666.89	2702.6	68369.31	6461295600	67.04358095	69.12781362	92.44152795	138.4100826	2637.728	2635.440348	1
399300.SZ	沪深300	2007/3/22	2720.46	2740.28	2702.41	2711.32	86036.28	8330807200	68.88573465	70.49572583	90.51206788	165.6823451	2646.097	2649.236648	1
399300.SZ	沪深300	2007/3/23	2710.36	2726.62	2653.79	2716.27	76304.49	7391192000	69.93886665	71.36015896	89.98619992	123.2759468	2656.585	2661.424531	1
399300.SZ	沪深300	2007/3/26	2725.4	2764.4	2713.93	2764.03	77796.1	7607477600	73.77686047	78.61460319	93.27297885	159.5831407	2671.371	2680.08007	1
399300.SZ	沪深300	2007/3/27	2770.35	2789.97	2753.02	2784.02	84018.39	8072512800	77.53771762	81.02823491	94.77157853	156.8933275	2685.756	2698.978239	1
399300.SZ	沪深300	2007/3/28	2787.24	2806.08	2689.11	2797.65	112146.08	11220996800	80.68793085	82.63209146	95.52068033	116.2054254	2705.785	2716.91856	1
399300.SZ	沪深300	2007/3/29	2802.38	2830.08	2782.93	2783.31	113233.44	10656724000	81.09259443	74.6631832	91.9319693	129.1780678	2719.561	2728.989731	-1
399300.SZ	沪深300	2007/3/30	2768.71	2801.95	2753.15	2781.78	66536.97	6295070400	80.36345514	73.75253516	85.91060573	93.60436213	2737.316	2738.587961	-1
399300.SZ	沪深300	2007/4/2	2793.96	2850.15	2793.96	2850.11	76680.5	6924788000	84.32719551	84.12755774	90.60028024	126.2164072	2756.386	2758.864696	1
399300.SZ	沪深300	2007/4/3	2861.9	2888.33	2852.57	2888.12	87091.86	7701449600	89.50383318	87.44127188	93.7036745	146.5222668	2777.921	2782.36566	1
399300.SZ	沪深300	2007/4/4	2893.38	2924.68	2875.69	2911.82	88456.07	7550665600	94.43021502	89.13800186	94.22001153	148.518392	2798.843	2805.902813	1
399300.SZ	沪深300	2007/4/5	2909.5	2950.66	2895.42	2945.05	85195.6	7413899200	99.8646143	91.14979621	95.4317059	149.5364945	2822.216	2831.202301	1
399300.SZ	沪深300	2007/4/6	2921.73	2977.46	2911.05	2972.01	93049.58	7910232800	105.1349315	92.50186269	96.32444921	141.1790114	2847.79	2856.803701	1
399300.SZ	沪深300	2007/4/9	2988.38	3043.06	2988.38	3038.17	106218.79	9090170400	113.3436994	94.82846108	97.08911579	159.0219114	2875.204	2889.779392	1
399300.SZ	沪深300	2007/4/10	3053.36	3081.62	2993.11	3081.57	119702.22	10088834400	121.9455123	95.84366645	98.05433649	145.3328685	2904.959	2924.650412	1
399300.SZ	沪深300	2007/4/11	3092.09	3121.54	3059.28	3121.32	124218.92	10166993600	130.4660722	96.58127638	98.68298456	146.4608807	2937.326	2960.408519	1
399300.SZ	沪深300	2007/4/12	3129.25	3176.69	3114.91	3176.44	118434.11	9253518400	140.0519687	97.36067904	99.1002163	149.9486249	2976.639	2999.68697	1
399300.SZ	沪深300	2007/4/13	3182.78	3211.61	3154.11	3169.23	129728.36	10065312000	145.391096	93.99696531	95.46557795	133.9332891	3015.384	3030.512975	-1
399300.SZ	沪深300	2007/4/16	3177.3	3256.57	3177.29	3256	112706.59	8792894400	154.8391177	95.99515503	96.92716749	131.7672858	3055.973	3071.510616	1
399300.SZ	沪深300	2007/4/17	3273.43	3288.17	3182.95	3283.6	133823.42	10530710400	162.6785749	96.44662387	97.56358164	120.1224139	3095.521	3110.072322	1
399300.SZ	沪深300	2007/4/18	3294.21	3311.98	3244.93	3304.5	129242.26	10142670400	168.6339494	96.77680145	97.75383365	118.0231024	3134.789	3145.422809	1
399300.SZ	沪深300	2007/4/19	3297.95	3297.95	3065.28	3150.3	143830.32	11527000800	159.077232	53.09616887	81.84825004	53.60992129	3155.314	3146.309571	-1
399300.SZ	沪深300	2007/4/20	3165.67	3297.41	3165.67	3289.28	118620.47	9446987200	160.863653	68.48210771	85.5258705	84.59290172	3187.041	3172.304195	1
399300.SZ	沪深300	2007/4/23	3330.8	3433.52	3330.8	3431.32	137583.44	10995899200	171.7608928	77.52422242	90.15462765	145.6568438	3226.356	3219.397977	1
399300.SZ	沪深300	2007/4/24	3462.48	3490.81	3418.3	3445.2	149412.3	11464300800	179.4484637	78.2557282	89.86361902	155.9730602	3262.719	3260.452891	1
399300.SZ	沪深300	2007/4/25	3432.02	3467.83	3376.08	3448.28	129089.17	10058067200	183.6721906	78.44255655	89.91088102	123.9150685	3295.415	3294.603274	1
399300.SZ	沪深300	2007/4/26	3465.11	3493.91	3438.88	3493.58	107807.05	7899768800	188.5019231	81.28116487	93.24825752	130.5131798	3327.129	3330.780861	1
399300.SZ	沪深300	2007/4/27	3499.94	3503.89	3436	3470.52	113722.81	8069864000	188.2981874	75.22996597	92.96279646	106.2295157	3357.258	3356.187977	-1
399300.SZ	沪深300	2007/4/30	3487.36	3568.68	3478.93	3558.71	138081.38	9430286400	193.0278168	81.53775657	94.64835351	117.5650223	3387.529	3393.010163	1
399300.SZ	沪深300	2007/5/8	3643.81	3699.37	3618.78	3686.03	153677.42	10678873600	204.690201	87.18943535	95.73096824	153.9255643	3427.772	3446.286497	1
399300.SZ	沪深300	2007/5/9	3699.3	3717.34	3556.62	3701.28	189060.48	14064835200	212.7112688	87.72933799	96.18359194	129.2522354	3467.45	3492.648952	1
399300.SZ	沪深300	2007/5/10	3703.53	3742.23	3671.81	3724.51	153159.22	11541992000	218.4246267	88.60703488	96.0200848	135.8338243	3524.871	3534.805506	1
399300.SZ	沪深300	2007/5/11	3696.29	3715.37	3629.71	3702.61	133773.91	8896176000	218.6647261	81.97376598	93.73982257	105.7533222	3566.204	3565.315414	-1
399300.SZ	沪深300	2007/5/14	3648.27	3769.16	3620.86	3734.42	137156.72	9109804800	218.8984823	84.05442275	92.88058318	99.64658858	3596.514	3596.061702	1
399300.SZ	沪深300	2007/5/15	3739.05	3751.64	3600.21	3604.64	138220.19	9357856800	206.2342345	53.70566649	78.79316263	63.11267582	3612.458	3597.621393	-1
399300.SZ	沪深300	2007/5/16	3598	3700.65	3557.2	3700.29	126693.81	8622926400	201.5920548	64.91070632	78.97152532	53.82265719	3637.659	3616.288412	1
399300.SZ	沪深300	2007/5/17	3716.44	3794.16	3705.28	3778.61	135459.1	9025648000	201.9054234	71.65242256	84.33671483	101.9431284	3666.162	3645.801428	1
399300.SZ	沪深300	2007/5/18	3771.27	3805.21	3746.24	3776.63	120741.78	8241889600	199.6920748	71.23720428	85.72552916	103.2548155	3696.773	3669.588441	-1
399300.SZ	沪深300	2007/5/21	3650.8	3843.84	3643.08	3831.44	145129.79	9847864800	200.0545843	75.88017191	89.04460341	96.07750165	3724.046	3699.015997	1
399300.SZ	沪深300	2007/5/22	3849.04	3893.19	3849.04	3870.49	161323.38	10961818400	201.1738772	78.80523742	90.44435112	159.3783647	3742.492	3730.193089	1
399300.SZ	沪深300	2007/5/23	3879.76	3939.49	3853.91	3938.95	147494.46	9852316800	205.2194328	83.11346815	93.58248274	163.4337601	3766.259	3768.148891	1
399300.SZ	沪深300	2007/5/24	3953.89	3972.58	3858.51	3919.75	172374.22	11381426400	204.5187207	77.79177695	91.48216361	141.6831575	3785.783	3795.712729	-1
399300.SZ	沪深300	2007/5/25	3907.73	3996.85	3888.31	3985.25	150809.06	9541661600	206.8641034	82.40402722	93.44195493	145.1785655	3814.047	3830.174051	1
399300.SZ	沪深300	2007/5/28	4033.92	4091.94	4027.36	4072.58	183212.93	11404184800	213.3107239	86.79257334	94.42115294	167.3481642	3847.863	3874.24786	1
399300.SZ	沪深300	2007/5/29	4090.9	4168.53	4079.87	4168.29	179476.69	11326722400	223.5655893	90.0546975	96.26554358	162.26704	3904.228	3927.710067	1
399300.SZ	沪深300	2007/5/30	3906.04	4104.2	3849.7	3886.46	210318.9	13273913600	206.5701067	48.08669198	79.61649364	53.52257587	3922.845	3920.210055	-1
399300.SZ	沪深300	2007/5/31	3828.92	3991.73	3683.56	3927.95	193671.97	12607824800	194.210226	52.0355279	71.1491567	6.284763745	3937.779	3921.617318	1
399300.SZ	沪深300	2007/6/1	3953.1	4014.15	3780.03	3803.95	193980.27	11993793600	172.4215989	40.88261022	55.70750978	-1.248373244	3940.511	3900.22326	-1
399300.SZ	沪深300	2007/6/4	3804.96	3822.41	3503.94	3511.43	131296.2	9053101600	130.05089	25.44442386	37.51401006	-156.6627774	3908.51	3829.533576	-1
399300.SZ	沪深300	2007/6/5	3407	3635.15	3246.73	3634.63	150764.93	11376804000	105.2003244	37.39301826	39.03624393	-192.3681887	3884.924	3794.096562	1
399300.SZ	沪深300	2007/6/6	3652.89	3712.53	3550.74	3677.58	135938.46	9595151200	87.95785481	41.32679923	41.60418721	-101.3654544	3858.787	3772.911733	1
399300.SZ	沪深300	2007/6/7	3694.55	3802.3	3684.46	3802.3	137228.58	9419058400	83.3956025	51.86571859	47.82616603	-41.59196196	3847.042	3778.255054	1
399300.SZ	沪深300	2007/6/8	3814.19	3861.21	3769.15	3837.87	136650.66	8907474400	81.70830394	54.65332078	53.26040345	-13.82000358	3832.304	3789.094135	1
399300.SZ	沪深300	2007/6/11	3876.07	3937.79	3870.23	3931.86	140519.1	9098228000	86.95297539	61.68862765	62.14071485	31.26128573	3818.232	3815.051565	1
399300.SZ	沪深300	2007/6/12	3953.96	4036.36	3834.02	4036.11	158102.38	9938977600	98.38737068	68.24577238	74.7499231	56.31473674	3805.014	3855.244008	1
399300.SZ	沪深300	2007/6/13	4071.74	4146.52	4064.15	4118.27	165908.85	10945294400	112.778793	72.66960409	82.12007491	110.9855953	3828.195	3903.066916	1
399300.SZ	沪深300	2007/6/14	4103.52	4132	4022.78	4075.82	133792.27	8660918400	119.3825706	66.89173113	85.46092029	86.65008603	3842.982	3934.476567	-1
399300.SZ	沪深300	2007/6/15	4043.11	4115.73	4025.1	4099.38	109234.26	6877960000	125.0754156	68.55675838	88.56094679	86.89189797	3872.525	3964.45901	1
399300.SZ	沪深300	2007/6/18	4178.76	4246.4	4177.19	4227.57	141848.32	8787291200	138.3362438	76.32920601	91.47170384	138.8902188	3944.139	4012.297371	1
399300.SZ	沪深300	2007/6/19	4227.59	4254.72	4186.18	4253	130523.27	8154047200	149.1779041	77.64468737	94.21393029	120.9051421	4005.976	4056.061486	1
399300.SZ	沪深300	2007/6/20	4268.65	4292.2	4138.33	4157.6	141060.75	8686301600	148.3617929	62.10673369	87.56472771	90.54805497	4053.978	4074.523034	-1
399300.SZ	沪深300	2007/6/21	4140.69	4208.87	4110.96	4197.28	121783.1	7373947200	149.197013	65.54787585	84.80423551	71.54457029	4093.476	4096.842482	1
399300.SZ	沪深300	2007/6/22	4203.13	4220.92	3970.35	4051.43	127747.67	7955237600	136.516379	46.80152954	72.35308485	34.90423416	4114.832	4088.585667	-1
399300.SZ	沪深300	2007/6/25	4066.45	4105.99	3850.84	3877.59	113432.7	7003104000	111.1580888	33.21481663	50.25566058	-32.05601555	4109.405	4050.222819	-1
399300.SZ	沪深300	2007/6/26	3804.41	3929.37	3752.93	3928.21	87867.74	5888511200	94.06178638	39.36555729	44.33817331	-83.07076457	4098.615	4028.03867	1
399300.SZ	沪深300	2007/6/27	3946.88	4053.41	3912.2	4040.48	102131.62	6529052000	88.55132963	51.30213969	47.33281006	-28.3916418	4090.836	4030.30073	1
399300.SZ	沪深300	2007/6/28	4038.38	4067.81	3857.85	3858.52	98372.05	6685798000	68.70956062	37.09824541	38.08193111	-84.2042888	4069.106	3999.06787	-1
399300.SZ	沪深300	2007/6/29	3769.33	3867.75	3718.16	3764.08	88527.58	5892087200	44.84732494	31.64196486	28.05443492	-156.6420354	4035.576	3956.342803	-1
